,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
0,12,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,
1,12,run01,CD,C,2,punish,mismatched,1.584580,,,0.0,1.0,,,
2,12,run01,CD,D,1,punish,matched,1.571846,,,0.5,0.5,,,exploit_punish
3,12,run01,EF,F,2,punish,matched,1.567075,,,,,1.0,0.0,
4,12,run01,AB,B,2,punish,matched,1.550793,1.0,0.0,,,,,miss_response
5,12,run01,EF,E,1,reward,matched,1.581689,,,,,1.0,0.0,exploit_punish
6,12,run01,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,exploit_punish
7,12,run01,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
8,12,run01,CD,C,1,reward,matched,1.580996,,,0.6666666666666666,0.33333333333333337,,,miss_response
9,12,run01,EF,E,2,reward,matched,1.583452,,,,,1.0,0.0,exploit_reward
10,12,run01,EF,E,2,reward,matched,1.582994,,,,,1.0,0.0,exploit_reward
11,12,run01,EF,E,1,punish,mismatched,1.582633,,,,,0.8,0.19999999999999996,exploit_reward
12,12,run01,CD,D,2,reward,mismatched,1.582070,,,0.5,0.5,,,explore_reward
13,12,run01,CD,C,1,reward,matched,1.579983,,,0.6,0.4,,,explore_reward
14,12,run01,CD,D,1,punish,matched,1.589605,,,0.6666666666666666,0.33333333333333337,,,explore_reward
15,12,run01,CD,C,2,reward,matched,1.577553,,,0.7142857142857143,0.2857142857142857,,,exploit_punish
16,12,run01,EF,E,1,punish,mismatched,1.571502,,,,,0.6666666666666666,0.33333333333333337,explore_punish
17,12,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
18,12,run01,EF,E,1,punish,mismatched,1.569795,,,,,0.5714285714285714,0.4285714285714286,miss_response
19,12,run01,CD,D,1,punish,matched,1.580431,,,0.75,0.25,,,explore_reward
20,12,run01,EF,F,2,reward,mismatched,1.581433,,,,,0.5,0.5,exploit_punish
21,12,run01,CD,C,1,reward,matched,1.568495,,,0.7777777777777778,0.2222222222222222,,,exploit_punish
22,12,run01,AB,A,2,reward,matched,1.575042,1.0,0.0,,,,,exploit_punish
23,12,run01,EF,E,1,reward,matched,1.565456,,,,,0.5555555555555556,0.4444444444444444,explore_reward
24,12,run01,EF,E,2,reward,matched,1.564713,,,,,0.6,0.4,exploit_reward
25,12,run01,AB,A,2,reward,matched,1.579897,1.0,0.0,,,,,exploit_reward
26,12,run02,AB,A,1,reward,matched,1.575491,1.0,0.0,,,,,exploit_reward
27,12,run02,EF,E,2,reward,matched,1.593798,,,,,0.6363636363636364,0.36363636363636365,exploit_reward
