,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,41,run01,213.6485,5.0,EF,F,2,reward,mismatched,1.552095,
1,41,run01,228.6331,5.0,CD,C,1,reward,matched,1.617042,
2,41,run01,244.635,5.0,EF,F,2,punish,matched,1.598901,exploit_reward
3,41,run01,258.6366,5.0,EF,F,1,punish,matched,1.596920,explore_punish
4,41,run01,271.6377,,AB,Miss,Miss,Miss,Miss,Miss,
5,41,run01,286.6237,5.0,AB,A,1,reward,matched,1.594007,miss_response
6,41,run01,300.6416,5.0,CD,D,2,reward,mismatched,1.591565,explore_reward
7,41,run01,313.6431,5.0,CD,D,1,punish,matched,1.606410,exploit_reward
8,41,run01,328.6453,5.0,CD,C,2,reward,matched,1.605731,exploit_punish
9,41,run01,341.6465,5.0,CD,C,1,reward,matched,1.602609,exploit_reward
10,41,run01,354.648,5.0,CD,C,2,punish,mismatched,1.602489,exploit_reward
11,41,run01,369.6335,5.0,AB,A,1,reward,matched,1.599562,exploit_reward
12,41,run01,382.6512,5.0,AB,B,2,punish,matched,1.598650,explore_reward
13,41,run01,397.6362,5.0,AB,B,1,reward,mismatched,1.612923,explore_punish
14,41,run01,410.6379,5.0,EF,F,2,punish,matched,1.579391,explore_punish
15,41,run01,425.64,5.0,CD,C,1,punish,mismatched,1.609630,explore_punish
16,41,run01,440.6413,5.0,EF,F,2,punish,matched,1.592321,explore_punish
17,41,run01,456.6431,5.0,AB,B,1,punish,matched,1.607442,exploit_reward
18,41,run01,471.6287,5.0,EF,E,2,reward,matched,1.587540,exploit_punish
19,41,run01,486.6301,5.0,EF,E,1,reward,matched,1.586637,exploit_reward
20,41,run01,499.6316,5.0,AB,A,2,reward,matched,1.600988,exploit_punish
21,41,run01,512.6331,5.0,AB,B,2,punish,matched,1.583870,explore_reward
22,41,run01,526.6347,5.0,EF,F,1,punish,matched,1.598732,explore_reward
23,41,run01,540.6364,5.0,CD,C,1,reward,matched,1.597382,explore_punish
24,41,run01,555.6386,5.0,AB,A,2,reward,matched,1.594538,exploit_punish
25,41,run01,569.6397,5.0,CD,D,2,reward,mismatched,1.593386,explore_reward
