,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,31,run01,114.2419,,AB,Miss,Miss,Miss,Miss,Miss,
1,31,run01,129.2426,,EF,Miss,Miss,Miss,Miss,Miss,
2,31,run01,145.2442,5.0,AB,B,1,reward,mismatched,1.600143,miss_response
3,31,run01,159.2452,5.0,EF,F,2,punish,matched,1.615539,miss_response
4,31,run01,172.2456,,CD,Miss,Miss,Miss,Miss,Miss,
5,31,run01,187.247,5.0,CD,D,1,reward,mismatched,1.597427,miss_response
6,31,run01,201.248,5.0,AB,B,1,punish,matched,1.595670,exploit_reward
7,31,run01,214.2489,5.0,EF,E,1,reward,matched,1.593791,exploit_punish
8,31,run01,229.25,5.0,EF,E,1,reward,matched,1.593782,exploit_reward
9,31,run01,242.2509,5.0,AB,A,1,reward,matched,1.591959,exploit_punish
10,31,run01,255.2518,5.0,EF,F,1,punish,matched,1.609585,explore_reward
11,31,run01,270.2527,5.0,EF,E,2,reward,matched,1.589871,exploit_punish
12,31,run01,283.2537,5.0,CD,D,1,reward,mismatched,1.607175,exploit_reward
13,31,run01,298.238,5.0,CD,C,2,reward,matched,1.605033,explore_reward
14,31,run01,311.2389,5.0,CD,D,1,punish,matched,1.588135,explore_reward
15,31,run01,326.2399,5.0,EF,F,2,punish,matched,1.603030,explore_reward
16,31,run01,341.241,5.0,AB,A,1,reward,matched,1.602614,exploit_reward
17,31,run01,357.2422,5.0,EF,E,2,punish,mismatched,1.602510,exploit_punish
18,31,run01,372.2432,5.0,EF,E,1,punish,mismatched,1.599850,explore_punish
19,31,run01,387.2608,5.0,CD,D,1,punish,matched,1.600298,explore_punish
20,31,run01,400.2451,5.0,EF,F,2,reward,mismatched,1.597534,exploit_punish
21,31,run01,413.246,5.0,AB,A,2,reward,matched,1.581471,exploit_reward
22,31,run01,427.247,5.0,EF,E,2,punish,mismatched,1.614418,explore_reward
23,31,run01,441.2479,5.0,AB,B,1,punish,matched,1.612804,explore_reward
24,31,run01,456.249,5.0,AB,B,1,punish,matched,1.610389,explore_punish
25,31,run01,470.2499,5.0,AB,A,2,reward,matched,1.593544,exploit_punish
