,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,8,run01,88.8794,,EF,Miss,Miss,Miss,Miss,Miss,
1,8,run01,103.8834,5.0,AB,A,1,reward,matched,1.579758,
2,8,run01,119.8657,5.0,CD,C,1,punish,mismatched,1.569840,
3,8,run01,133.8752,5.0,AB,B,2,reward,mismatched,1.572430,explore_reward
4,8,run01,146.8715,,AB,Miss,Miss,Miss,Miss,Miss,miss_response
5,8,run01,161.872,5.0,AB,B,1,punish,matched,1.569211,miss_response
6,8,run01,175.8706,5.0,CD,D,1,punish,matched,1.593317,exploit_punish
7,8,run01,188.8695,5.0,AB,B,1,punish,matched,1.583714,explore_punish
8,8,run01,203.8735,5.0,CD,D,2,punish,matched,1.590084,explore_punish
9,8,run01,216.8719,5.0,CD,C,1,reward,matched,1.597059,exploit_punish
10,8,run01,229.8704,5.0,CD,D,1,punish,matched,1.610256,explore_reward
11,8,run01,244.8738,5.0,EF,E,2,punish,mismatched,1.588065,miss_response
12,8,run01,257.872,,AB,Miss,Miss,Miss,Miss,Miss,miss_response
13,8,run01,272.8766,5.0,EF,E,2,reward,matched,1.592490,explore_punish
14,8,run01,285.8647,5.0,EF,F,1,reward,mismatched,1.590818,explore_reward
15,8,run01,300.8625,5.0,EF,F,2,punish,matched,1.598754,exploit_reward
16,8,run01,315.8667,5.0,CD,D,1,reward,mismatched,1.580251,explore_punish
17,8,run01,331.8815,5.0,AB,B,2,punish,matched,1.587982,miss_response
18,8,run01,346.8857,5.0,EF,E,1,punish,mismatched,1.580308,exploit_punish
19,8,run01,361.8698,5.0,EF,F,2,punish,matched,1.590625,exploit_punish
20,8,run01,374.8889,,CD,Miss,Miss,Miss,Miss,Miss,miss_response
21,8,run01,387.8697,5.0,EF,E,1,punish,mismatched,1.599272,exploit_punish
22,8,run01,401.863,5.0,CD,C,2,punish,mismatched,1.568030,miss_response
23,8,run01,415.8885,5.0,EF,E,1,reward,matched,1.598728,explore_punish
24,8,run01,430.8742,5.0,EF,E,1,reward,matched,1.601680,exploit_reward
25,8,run01,444.8698,5.0,AB,B,1,punish,matched,1.598286,explore_punish
