,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,69,run01,146.1889,,EF,Miss,Miss,Miss,Miss,Miss,
1,69,run01,161.1901,,EF,Miss,Miss,Miss,Miss,Miss,miss_response
2,69,run01,177.1926,5.0,EF,F,1,reward,mismatched,1.581837,miss_response
3,69,run01,191.1937,,AB,Miss,Miss,Miss,Miss,Miss,
4,69,run01,204.1956,5.0,EF,F,1,reward,mismatched,1.594750,exploit_reward
5,69,run01,219.1979,5.0,CD,C,2,punish,mismatched,1.593494,
6,69,run01,233.199,5.0,CD,C,2,reward,matched,1.591432,explore_punish
7,69,run01,246.2006,5.0,EF,E,2,reward,matched,1.607412,explore_reward
8,69,run01,261.1867,5.0,CD,D,2,punish,matched,1.588601,explore_reward
9,69,run01,274.1867,,AB,Miss,Miss,Miss,Miss,Miss,miss_response
10,69,run01,287.1888,5.0,EF,E,2,punish,mismatched,1.602608,exploit_reward
11,69,run01,302.191,5.0,CD,D,1,reward,mismatched,1.599732,explore_punish
12,69,run01,315.1919,5.0,AB,B,1,punish,matched,1.598600,miss_response
13,69,run01,330.1937,5.0,AB,A,2,reward,matched,1.579491,exploit_punish
14,69,run01,343.1953,5.0,CD,C,2,reward,matched,1.613372,explore_reward
15,69,run01,358.1975,5.0,CD,C,2,punish,mismatched,1.592923,exploit_reward
16,69,run01,373.1822,5.0,AB,A,1,reward,matched,1.591770,exploit_reward
17,69,run01,389.1841,5.0,AB,A,2,reward,matched,1.590773,exploit_reward
18,69,run01,404.1862,5.0,AB,A,1,reward,matched,1.589243,exploit_reward
19,69,run01,419.2036,,AB,Miss,Miss,Miss,Miss,Miss,explore_reward
20,69,run01,432.1891,5.0,EF,F,2,reward,mismatched,1.585361,exploit_punish
21,69,run01,445.1906,5.0,EF,E,1,punish,mismatched,1.600401,explore_reward
22,69,run01,459.1922,5.0,CD,D,1,reward,mismatched,1.599152,exploit_punish
23,69,run01,473.1938,5.0,EF,F,1,reward,mismatched,1.581302,exploit_punish
24,69,run01,488.196,5.0,EF,F,2,reward,mismatched,1.611138,exploit_reward
25,69,run01,502.1978,5.0,EF,F,2,reward,mismatched,1.625736,exploit_reward
