,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,36,run03,44.8011,5,EF,F,2,reward,mismatched,1.56834,
1,36,run03,59.7851,5,CD,C,2,reward,matched,1.6178299999999999,
2,36,run03,72.8026,5,CD,D,2,punish,matched,1.615932,explore_reward
3,36,run03,86.787,5,CD,D,2,punish,matched,1.581485,explore_punish
4,36,run03,99.7879,5,CD,D,1,reward,mismatched,1.5982020000000001,explore_punish
5,36,run03,113.7889,5,CD,D,1,punish,matched,1.597464,exploit_reward
6,36,run03,126.7897,5,CD,D,1,reward,mismatched,1.595342,explore_punish
7,36,run03,140.7907,5,CD,D,2,punish,matched,1.6111870000000001,exploit_reward
8,36,run03,155.7921,5,AB,B,2,punish,matched,1.5616940000000001,
9,36,run03,169.7927,5,AB,A,2,reward,matched,1.576492,exploit_punish
10,36,run03,186.7939,5,CD,D,2,punish,matched,1.574762,explore_punish
11,36,run03,203.7951,5,AB,A,2,reward,matched,1.590977,exploit_reward
12,36,run03,218.7961,5,CD,C,1,reward,matched,1.605982,exploit_punish
13,36,run03,231.797,5,EF,F,2,punish,matched,1.590112,exploit_reward
14,36,run03,245.7811,5,AB,B,2,reward,mismatched,1.572868,explore_reward
15,36,run03,260.7828,5,AB,B,2,punish,matched,1.5861399999999999,exploit_reward
16,36,run03,275.8,5,EF,E,1,punish,mismatched,1.585685,exploit_punish
17,36,run03,292.7843,5,CD,C,1,reward,matched,1.585988,exploit_reward
18,36,run03,307.7859,5,EF,E,2,reward,matched,1.601046,explore_punish
19,36,run03,322.8032,5,AB,B,2,punish,matched,1.581508,explore_punish
20,36,run03,335.7874,5,EF,F,1,reward,mismatched,1.58233,explore_reward
21,36,run03,349.7884,5,EF,F,2,reward,mismatched,1.614406,exploit_reward
22,36,run03,364.7898,5,CD,C,2,punish,mismatched,1.580012,exploit_reward
23,36,run03,380.7905,5,EF,F,1,reward,mismatched,1.577528,exploit_reward
24,36,run03,394.7916,5,AB,A,1,punish,mismatched,1.576916,exploit_punish
25,36,run03,410.7764,5,EF,F,1,punish,matched,1.59247,exploit_reward
