,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,6,run03,62.296,5,EF,F,1,reward,mismatched,1.574846,
1,6,run03,77.3109,5,AB,A,1,reward,matched,1.613966,
2,6,run03,90.3096,5,AB,A,1,reward,matched,1.6044530000000001,exploit_reward
3,6,run03,104.302,5,CD,D,2,punish,matched,1.589809,
4,6,run03,117.2997,5,CD,D,2,punish,matched,1.5924200000000002,explore_punish
5,6,run03,131.2934,5,EF,E,2,reward,matched,1.582329,explore_reward
6,6,run03,144.3086,5,EF,F,1,punish,matched,1.599178,explore_reward
7,6,run03,158.3181,5,CD,D,2,punish,matched,1.59921,explore_punish
8,6,run03,173.3054,5,AB,A,2,reward,matched,1.587824,exploit_reward
9,6,run03,187.2985,5,AB,A,1,reward,matched,1.580411,exploit_reward
10,6,run03,204.2926,5,CD,C,2,reward,matched,1.600884,exploit_punish
11,6,run03,221.3018,5,CD,C,2,reward,matched,1.594786,exploit_reward
12,6,run03,236.3061,5,AB,B,2,reward,mismatched,1.5951600000000001,explore_reward
13,6,run03,249.3054,5,AB,B,1,punish,matched,1.587302,exploit_reward
14,6,run03,263.2973,5,AB,B,1,punish,matched,1.5944209999999999,explore_punish
15,6,run03,278.302,5,CD,C,2,reward,matched,1.591467,exploit_reward
16,6,run03,293.3056,5,AB,B,1,punish,matched,1.589849,explore_punish
17,6,run03,310.3004,5,EF,F,1,punish,matched,1.594294,explore_punish
18,6,run03,325.2971,5,AB,A,1,reward,matched,1.571609,exploit_punish
19,6,run03,340.2917,5,CD,D,2,reward,mismatched,1.587461,explore_reward
20,6,run03,353.2904,5,AB,A,1,reward,matched,1.5864610000000001,exploit_reward
21,6,run03,367.3156,5,EF,F,2,punish,matched,1.591742,explore_punish
22,6,run03,382.3011,5,CD,D,2,punish,matched,1.589963,exploit_reward
23,6,run03,398.3027,5,CD,C,2,reward,matched,1.598625,exploit_punish
24,6,run03,412.2957,5,CD,D,2,punish,matched,1.5821180000000001,explore_reward
25,6,run03,428.295,5,AB,B,1,punish,matched,1.600465,explore_reward
