,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,54,run02,70.1338,5,AB,A,2,reward,matched,1.568989,
1,54,run02,86.1352,5,EF,F,1,punish,matched,1.5820969999999999,
2,54,run02,101.137,5,AB,B,2,punish,matched,1.598573,explore_reward
3,54,run02,115.1386,5,CD,C,1,reward,matched,1.597245,
4,54,run02,129.1235,5,CD,D,1,punish,matched,1.595207,explore_reward
5,54,run02,144.1423,5,CD,C,1,reward,matched,1.6102299999999998,exploit_punish
6,54,run02,160.1439,5,CD,D,2,punish,matched,1.6069790000000002,explore_reward
7,54,run02,174.1455,5,AB,A,1,punish,mismatched,1.5889739999999999,exploit_punish
8,54,run02,190.1478,5,AB,B,1,punish,matched,1.588164,exploit_punish
9,54,run02,205.1323,5,CD,C,2,reward,matched,1.602984,exploit_punish
10,54,run02,220.1341,5,EF,E,2,punish,mismatched,1.583759,exploit_punish
11,54,run02,235.1364,5,CD,C,1,reward,matched,1.599576,exploit_reward
12,54,run02,248.1373,5,AB,B,1,punish,matched,1.597953,explore_punish
13,54,run02,262.139,5,AB,A,1,reward,matched,1.5967799999999999,exploit_punish
14,54,run02,277.1412,5,AB,B,1,punish,matched,1.594732,explore_reward
15,54,run02,293.1426,5,EF,E,2,punish,mismatched,1.608808,explore_punish
16,54,run02,307.1276,5,EF,F,2,punish,matched,1.5917350000000001,exploit_punish
17,54,run02,320.1292,5,EF,E,1,reward,matched,1.589628,exploit_punish
18,54,run02,335.1313,5,CD,C,2,reward,matched,1.6045719999999999,exploit_reward
19,54,run02,350.1492,5,EF,E,2,reward,matched,1.602288,exploit_reward
20,54,run02,364.1344,5,EF,E,1,reward,matched,1.60038,exploit_reward
21,54,run02,378.136,5,AB,A,2,reward,matched,1.599436,exploit_punish
22,54,run02,394.1549,5,CD,C,2,reward,matched,1.59653,exploit_reward
23,54,run02,410.1397,5,EF,F,2,punish,matched,1.59427,explore_reward
24,54,run02,426.1417,5,AB,B,1,reward,mismatched,1.5776709999999998,explore_reward
25,54,run02,442.1439,5,EF,F,2,punish,matched,1.5910440000000001,explore_punish
