,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,21,run04,44.4751,5.0,EF,F,2,punish,matched,1.568412,
1,21,run04,60.4757,5.0,EF,F,1,punish,matched,1.600060,explore_punish
2,21,run04,75.46,5.0,EF,E,2,reward,matched,1.617588,exploit_punish
3,21,run04,90.4611,5.0,EF,E,2,punish,mismatched,1.598073,exploit_reward
4,21,run04,106.4624,5.0,EF,E,1,punish,mismatched,1.596701,explore_punish
5,21,run04,120.4628,,CD,Miss,Miss,Miss,Miss,Miss,
6,21,run04,135.4643,5.0,CD,D,2,punish,matched,1.595902,miss_response
7,21,run04,150.4654,5.0,AB,B,1,punish,matched,1.593636,
8,21,run04,166.4665,5.0,AB,A,1,punish,mismatched,1.575891,exploit_punish
9,21,run04,182.4675,5.0,CD,D,1,punish,matched,1.591559,explore_punish
10,21,run04,195.4517,5.0,EF,E,1,punish,mismatched,1.575324,explore_punish
11,21,run04,210.4694,5.0,EF,F,2,reward,mismatched,1.589519,exploit_punish
12,21,run04,226.4538,5.0,EF,F,1,punish,matched,1.572007,exploit_reward
13,21,run04,240.4715,5.0,AB,A,2,reward,matched,1.587665,explore_punish
14,21,run04,254.4558,5.0,AB,B,2,punish,matched,1.570029,explore_reward
15,21,run04,268.4563,,AB,Miss,Miss,Miss,Miss,Miss,miss_response
16,21,run04,281.4745,5.0,EF,F,2,punish,matched,1.618681,explore_punish
17,21,run04,296.4755,5.0,CD,D,1,reward,mismatched,1.567092,explore_punish
18,21,run04,311.4597,5.0,EF,F,2,punish,matched,1.567275,explore_punish
19,21,run04,325.4607,5.0,CD,C,1,reward,matched,1.599369,explore_reward
20,21,run04,339.4617,5.0,AB,B,1,punish,matched,1.582198,miss_response
21,21,run04,355.4627,5.0,EF,F,2,punish,matched,1.598397,explore_punish
22,21,run04,369.4638,5.0,EF,F,1,punish,matched,1.580176,explore_punish
23,21,run04,384.4647,5.0,EF,E,2,punish,mismatched,1.594350,exploit_punish
24,21,run04,398.4665,5.0,CD,C,1,reward,matched,1.576737,exploit_reward
25,21,run04,414.4667,5.0,CD,D,1,punish,matched,1.592041,explore_reward
