,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,85,run04,64.1387,5,AB,B,2,punish,matched,1.5510700000000002,
1,85,run04,80.1402,5,CD,D,1,punish,matched,1.598746,
2,85,run04,95.1586,5,AB,B,2,punish,matched,1.598508,explore_punish
3,85,run04,110.1437,5,EF,E,1,punish,mismatched,1.5955780000000002,
4,85,run04,126.1454,5,AB,B,1,punish,matched,1.593718,explore_punish
5,85,run04,140.147,5,EF,E,2,punish,mismatched,1.592143,explore_punish
6,85,run04,155.1322,5,CD,D,2,reward,mismatched,1.591491,explore_punish
7,85,run04,170.1506,5,CD,C,2,reward,matched,1.605047,explore_reward
8,85,run04,186.1358,5,CD,D,2,punish,matched,1.58648,explore_reward
9,85,run04,202.1377,5,AB,A,1,reward,matched,1.584875,exploit_punish
10,85,run04,215.1391,5,CD,D,1,punish,matched,1.584668,explore_punish
11,85,run04,230.141,5,CD,C,2,punish,mismatched,1.581611,exploit_punish
12,85,run04,246.1428,5,EF,E,2,reward,matched,1.5961610000000002,explore_punish
13,85,run04,260.1445,5,CD,D,1,punish,matched,1.594462,exploit_punish
14,85,run04,274.1461,5,CD,D,1,punish,matched,1.592857,explore_punish
15,85,run04,288.1477,5,AB,B,2,reward,mismatched,1.591277,explore_reward
16,85,run04,301.1491,5,EF,F,1,reward,mismatched,1.607273,explore_reward
17,85,run04,316.1508,5,CD,C,1,reward,matched,1.588192,exploit_punish
18,85,run04,331.1528,5,AB,B,2,reward,mismatched,1.5877649999999999,exploit_reward
19,85,run04,345.1378,5,EF,E,2,reward,matched,1.585556,explore_reward
20,85,run04,359.1395,5,EF,F,1,punish,matched,1.617833,explore_reward
21,85,run04,375.1413,5,EF,E,1,reward,matched,1.61548,exploit_punish
22,85,run04,389.1429,5,AB,B,2,punish,matched,1.597975,exploit_reward
23,85,run04,404.1447,5,EF,E,2,reward,matched,1.5948280000000001,exploit_reward
24,85,run04,418.1463,5,EF,E,2,reward,matched,1.5759940000000001,exploit_reward
25,85,run04,434.1481,5,CD,C,2,punish,mismatched,1.591012,exploit_reward
