,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,38,run02,48.5372,5,EF,E,2,reward,matched,1.5697649999999999,
1,38,run02,64.5379,5,AB,B,2,punish,matched,1.601098,
2,38,run02,79.5557,5,CD,D,1,punish,matched,1.616279,
3,38,run02,93.5399,5,CD,C,2,reward,matched,1.582591,exploit_punish
4,38,run02,107.5409,5,AB,B,1,punish,matched,1.597576,explore_punish
5,38,run02,122.542,5,EF,E,1,reward,matched,1.578865,exploit_reward
6,38,run02,138.5431,5,EF,F,2,reward,mismatched,1.5946280000000002,explore_reward
7,38,run02,152.544,5,CD,C,1,reward,matched,1.5935489999999999,exploit_reward
8,38,run02,168.5451,5,EF,F,1,punish,matched,1.575767,exploit_reward
9,38,run02,183.5462,5,EF,E,2,reward,matched,1.592759,exploit_punish
10,38,run02,198.5304,5,EF,E,1,reward,matched,1.590394,exploit_reward
11,38,run02,213.5482,5,EF,E,1,reward,matched,1.6070360000000001,exploit_reward
12,38,run02,226.5324,5,EF,E,1,punish,mismatched,1.6051819999999999,exploit_reward
13,38,run02,240.5499,5,EF,F,2,punish,matched,1.589024,exploit_punish
14,38,run02,255.5344,5,AB,A,1,reward,matched,1.5877629999999998,exploit_punish
15,38,run02,271.5354,5,EF,F,2,reward,mismatched,1.586341,explore_punish
16,38,run02,285.5531,5,CD,D,1,punish,matched,1.602067,explore_reward
17,38,run02,298.5373,5,EF,F,2,punish,matched,1.5851110000000002,exploit_reward
18,38,run02,313.5551,5,AB,A,1,reward,matched,1.600567,exploit_reward
19,38,run02,328.5394,5,EF,E,1,reward,matched,1.581409,exploit_punish
20,38,run02,342.5404,5,AB,A,2,reward,matched,1.580489,exploit_reward
21,38,run02,356.5413,5,EF,F,1,punish,matched,1.5963610000000001,explore_reward
22,38,run02,372.5424,5,CD,C,2,reward,matched,1.595081,exploit_punish
23,38,run02,388.5436,5,AB,A,2,reward,matched,1.5938860000000001,exploit_reward
24,38,run02,404.5447,5,EF,F,2,reward,mismatched,1.593156,explore_punish
25,38,run02,420.5291,5,AB,A,2,punish,mismatched,1.575065,exploit_reward
