,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,31,run03,61.3066,5,AB,B,2,punish,matched,1.58465,
1,31,run03,76.3071,5,EF,E,2,reward,matched,1.5688360000000001,
2,31,run03,89.3079,5,AB,B,1,punish,matched,1.5843639999999999,explore_punish
3,31,run03,103.309,5,CD,C,1,reward,matched,1.5979430000000001,
4,31,run03,116.3267,5,EF,F,1,reward,mismatched,1.598518,explore_reward
5,31,run03,130.311,5,EF,E,1,reward,matched,1.598486,explore_reward
6,31,run03,143.3119,5,AB,B,1,punish,matched,1.6118190000000001,explore_punish
7,31,run03,157.2961,5,AB,A,2,reward,matched,1.594259,exploit_punish
8,31,run03,172.3139,5,CD,D,2,reward,mismatched,1.594061,explore_reward
9,31,run03,186.3149,5,AB,A,1,reward,matched,1.593439,exploit_reward
10,31,run03,203.316,5,EF,F,1,punish,matched,1.591859,explore_reward
11,31,run03,220.3173,5,CD,D,1,reward,mismatched,1.6077709999999998,exploit_reward
12,31,run03,235.3016,5,AB,B,1,punish,matched,1.605412,explore_reward
13,31,run03,248.3024,5,CD,C,2,punish,mismatched,1.589176,explore_reward
14,31,run03,262.32,5,EF,E,1,reward,matched,1.6059620000000001,exploit_punish
15,31,run03,277.3045,5,AB,B,1,reward,mismatched,1.585982,explore_punish
16,31,run03,292.3055,5,AB,A,1,reward,matched,1.587377,explore_reward
17,31,run03,309.3233,5,CD,C,1,punish,mismatched,1.600239,explore_punish
18,31,run03,324.3078,5,EF,F,1,punish,matched,1.600042,explore_reward
19,31,run03,339.3088,5,AB,A,1,punish,mismatched,1.598031,exploit_reward
20,31,run03,352.3097,5,AB,A,1,reward,matched,1.599618,explore_punish
21,31,run03,366.3106,5,CD,C,2,reward,matched,1.614012,explore_punish
22,31,run03,381.3117,5,AB,B,2,punish,matched,1.595315,explore_reward
23,31,run03,397.3128,5,EF,E,2,punish,mismatched,1.594121,exploit_punish
24,31,run03,411.3138,5,AB,B,1,punish,matched,1.59324,explore_punish
25,31,run03,427.3149,5,AB,A,1,reward,matched,1.608827,exploit_punish
