,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,76,run01,124.572,5.0,CD,C,1,reward,matched,1.584249,
1,76,run01,139.5732,5.0,EF,F,1,punish,matched,1.600007,
2,76,run01,155.5747,,AB,Miss,Miss,Miss,Miss,Miss,
3,76,run01,169.5769,5.0,EF,E,2,reward,matched,1.613451,exploit_punish
4,76,run01,182.5783,5.0,CD,C,1,punish,mismatched,1.611164,exploit_reward
5,76,run01,197.5804,5.0,EF,F,2,punish,matched,1.626902,explore_reward
6,76,run01,211.565,5.0,CD,D,1,reward,mismatched,1.608171,exploit_punish
7,76,run01,224.5665,5.0,AB,B,2,punish,matched,1.589438,miss_response
8,76,run01,239.5687,5.0,EF,E,2,punish,mismatched,1.622239,exploit_punish
9,76,run01,252.5697,5.0,AB,A,2,reward,matched,1.603421,exploit_punish
10,76,run01,265.5713,5.0,EF,E,1,reward,matched,1.602363,explore_punish
11,76,run01,280.5733,5.0,AB,A,1,punish,mismatched,1.599476,exploit_reward
12,76,run01,293.5746,5.0,CD,C,1,punish,mismatched,1.598574,explore_reward
13,76,run01,308.5763,5.0,AB,A,2,reward,matched,1.596357,explore_punish
14,76,run01,321.5779,5.0,AB,A,1,reward,matched,1.612410,exploit_reward
15,76,run01,336.5801,5.0,EF,E,2,reward,matched,1.593049,exploit_reward
16,76,run01,351.5646,5.0,CD,D,1,punish,matched,1.592187,exploit_punish
17,76,run01,367.5666,5.0,EF,E,1,reward,matched,1.607020,exploit_reward
18,76,run01,382.5687,5.0,AB,A,1,reward,matched,1.587612,exploit_reward
19,76,run01,397.5866,5.0,AB,B,1,punish,matched,1.620060,explore_reward
20,76,run01,410.5882,5.0,CD,D,1,punish,matched,1.617672,explore_punish
21,76,run01,423.5731,5.0,EF,F,2,reward,mismatched,1.617245,explore_reward
22,76,run01,437.5747,5.0,CD,C,2,punish,mismatched,1.615509,exploit_punish
23,76,run01,451.5759,,EF,Miss,Miss,Miss,Miss,Miss,miss_response
24,76,run01,466.5787,5.0,EF,E,1,reward,matched,1.611052,miss_response
25,76,run01,480.5797,5.0,EF,F,1,punish,matched,1.592459,explore_reward
