,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,57,run04,44.3813,5,CD,C,2,reward,matched,1.601582,
1,57,run04,60.3828,5,CD,C,2,punish,mismatched,1.599153,exploit_reward
2,57,run04,75.3679,5,CD,C,1,reward,matched,1.598977,explore_punish
3,57,run04,90.3701,5,AB,A,1,punish,mismatched,1.612269,
4,57,run04,106.3716,5,CD,C,1,reward,matched,1.61032,exploit_reward
5,57,run04,120.3566,5,AB,B,2,punish,matched,1.5923459999999998,exploit_punish
6,57,run04,135.3753,5,CD,C,2,reward,matched,1.608074,exploit_reward
7,57,run04,150.3767,5,AB,B,2,reward,mismatched,1.589524,explore_punish
8,57,run04,166.3786,5,EF,F,2,reward,mismatched,1.587177,
9,57,run04,182.3641,5,CD,D,1,punish,matched,1.601801,explore_reward
10,57,run04,195.3653,5,AB,A,1,punish,mismatched,1.600865,explore_reward
11,57,run04,210.367,5,CD,D,2,reward,mismatched,1.59933,explore_punish
12,57,run04,226.3694,5,CD,C,2,reward,matched,1.596842,explore_reward
13,57,run04,240.3705,5,EF,E,2,reward,matched,1.610946,explore_reward
14,57,run04,254.3555,5,AB,A,2,reward,matched,1.594283,explore_punish
15,57,run04,268.3738,5,CD,C,1,punish,mismatched,1.6083180000000001,exploit_reward
16,57,run04,281.3754,5,CD,C,1,punish,mismatched,1.607621,explore_punish
17,57,run04,296.3777,5,AB,A,1,punish,mismatched,1.605669,exploit_reward
18,57,run04,311.3622,5,CD,C,2,reward,matched,1.587084,explore_punish
19,57,run04,325.3806,5,AB,B,2,punish,matched,1.585854,exploit_punish
20,57,run04,339.3655,5,EF,E,1,punish,mismatched,1.5844770000000001,exploit_reward
21,57,run04,355.3678,5,AB,B,1,punish,matched,1.5836940000000002,explore_punish
22,57,run04,369.369,5,EF,F,2,reward,mismatched,1.597086,exploit_punish
23,57,run04,384.3707,5,CD,D,1,punish,matched,1.6111659999999999,explore_reward
24,57,run04,398.3724,5,AB,B,1,punish,matched,1.592911,explore_punish
25,57,run04,414.3747,5,EF,F,1,punish,matched,1.592743,exploit_reward
