,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,28,run03,53.3072,5,CD,C,2,reward,matched,1.56806,
1,28,run03,68.3076,5,CD,D,2,punish,matched,1.5687440000000001,explore_reward
2,28,run03,81.3085,5,CD,D,2,punish,matched,1.5663479999999999,explore_punish
3,28,run03,95.3262,5,AB,B,2,punish,matched,1.565528,
4,28,run03,108.3104,5,AB,B,1,punish,matched,1.566329,explore_punish
5,28,run03,122.3114,5,AB,A,1,reward,matched,1.582263,exploit_punish
6,28,run03,135.3123,5,AB,A,2,reward,matched,1.579318,exploit_reward
7,28,run03,149.3132,5,EF,E,2,reward,matched,1.561791,
8,28,run03,164.3146,5,EF,F,2,reward,mismatched,1.579423,explore_reward
9,28,run03,178.3152,5,AB,B,1,punish,matched,1.577803,explore_reward
10,28,run03,195.3164,5,CD,D,2,reward,mismatched,1.57535,explore_punish
11,28,run03,212.3176,5,CD,C,2,reward,matched,1.5591709999999999,explore_reward
12,28,run03,227.3021,5,CD,D,2,punish,matched,1.5730819999999999,explore_reward
13,28,run03,240.303,5,EF,F,1,punish,matched,1.573835,exploit_reward
14,28,run03,254.3205,5,CD,D,2,punish,matched,1.5730709999999999,explore_punish
15,28,run03,269.322,5,EF,E,2,punish,mismatched,1.572149,exploit_punish
16,28,run03,284.3061,5,AB,B,1,reward,mismatched,1.553908,explore_punish
17,28,run03,301.3238,5,EF,F,1,reward,mismatched,1.56769,exploit_punish
18,28,run03,316.3252,5,CD,C,1,reward,matched,1.5853469999999998,exploit_punish
19,28,run03,331.3093,5,EF,E,2,punish,mismatched,1.581969,explore_reward
20,28,run03,344.3268,5,AB,B,1,punish,matched,1.583687,exploit_reward
21,28,run03,358.3111,5,CD,C,1,reward,matched,1.582534,exploit_reward
22,28,run03,373.3124,5,EF,E,2,reward,matched,1.579775,explore_punish
23,28,run03,389.3132,5,EF,E,2,punish,mismatched,1.561664,exploit_reward
24,28,run03,403.3142,5,EF,F,1,punish,matched,1.577636,exploit_punish
25,28,run03,419.3157,5,EF,F,1,reward,mismatched,1.5768,explore_punish
