,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,70,run03,45.2112,5.0,EF,F,1,punish,matched,1.568427,
1,70,run03,60.2124,5.0,AB,B,1,punish,matched,1.601270,
2,70,run03,73.214,5.0,CD,C,2,reward,matched,1.598353,
3,70,run03,87.2156,5.0,CD,D,1,reward,mismatched,1.613486,explore_reward
4,70,run03,100.2171,5.0,AB,B,2,punish,matched,1.597247,explore_punish
5,70,run03,114.2189,5.0,EF,E,2,punish,mismatched,1.595450,exploit_punish
6,70,run03,127.2204,5.0,CD,C,2,reward,matched,1.608147,explore_reward
7,70,run03,141.2054,5.0,CD,C,1,reward,matched,1.606408,exploit_reward
8,70,run03,156.2242,5.0,CD,D,1,punish,matched,1.589115,explore_reward
9,70,run03,170.2255,5.0,AB,B,1,punish,matched,1.555251,explore_punish
10,70,run03,187.2275,5.0,CD,D,1,punish,matched,1.617842,explore_punish
11,70,run03,204.2127,5.0,CD,D,1,reward,mismatched,1.583571,explore_punish
12,70,run03,219.2146,5.0,EF,E,1,punish,mismatched,1.597561,explore_punish
13,70,run03,232.216,5.0,AB,B,1,punish,matched,1.580383,explore_punish
14,70,run03,246.2178,5.0,AB,A,2,reward,matched,1.611896,exploit_punish
15,70,run03,261.2193,,AB,Miss,Miss,Miss,Miss,Miss,miss_response
16,70,run03,276.2212,5.0,EF,E,1,punish,mismatched,1.591758,explore_punish
17,70,run03,293.2232,5.0,CD,C,1,reward,matched,1.605463,explore_reward
18,70,run03,308.2253,5.0,CD,C,2,punish,mismatched,1.588420,exploit_reward
19,70,run03,323.2101,5.0,CD,D,1,punish,matched,1.601409,exploit_punish
20,70,run03,336.2116,5.0,CD,C,1,punish,mismatched,1.601838,exploit_punish
21,70,run03,350.2131,5.0,EF,F,2,punish,matched,1.583469,exploit_punish
22,70,run03,365.2321,5.0,AB,A,1,reward,matched,1.596986,miss_response
23,70,run03,381.2168,5.0,CD,C,2,reward,matched,1.594896,explore_punish
24,70,run03,395.2186,5.0,AB,A,1,reward,matched,1.593676,exploit_reward
25,70,run03,411.2207,5.0,AB,A,2,reward,matched,1.591665,exploit_reward
