,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,13,run03,70.072,5,EF,F,1,reward,mismatched,1.554468,
1,13,run03,85.0584,5,CD,D,1,punish,matched,1.569034,
2,13,run03,98.0742,5,CD,D,1,reward,mismatched,1.568408,explore_punish
3,13,run03,112.0833,5,AB,A,2,reward,matched,1.573407,
4,13,run03,125.0641,5,CD,C,2,reward,matched,1.578124,explore_reward
5,13,run03,139.058,5,EF,F,1,punish,matched,1.568775,exploit_reward
6,13,run03,152.0694,5,EF,E,2,reward,matched,1.569819,exploit_punish
7,13,run03,166.0816,5,EF,E,1,reward,matched,1.574382,exploit_reward
8,13,run03,181.0705,5,CD,D,2,punish,matched,1.572086,explore_reward
9,13,run03,195.0622,5,CD,D,2,reward,mismatched,1.562926,explore_punish
10,13,run03,212.0731,5,EF,E,1,reward,matched,1.56931,exploit_reward
11,13,run03,229.0659,5,CD,D,1,punish,matched,1.558834,exploit_reward
12,13,run03,244.0703,5,EF,E,1,punish,mismatched,1.571827,exploit_reward
13,13,run03,257.0686,5,EF,F,1,punish,matched,1.573329,exploit_punish
14,13,run03,271.0616,5,CD,C,1,punish,mismatched,1.578359,exploit_punish
15,13,run03,286.0669,5,AB,B,2,punish,matched,1.576347,explore_reward
16,13,run03,301.0709,5,AB,B,2,punish,matched,1.55561,explore_punish
17,13,run03,318.0807,5,EF,E,2,reward,matched,1.571878,exploit_punish
18,13,run03,333.0645,5,EF,F,1,reward,mismatched,1.5745870000000002,explore_reward
19,13,run03,348.0653,5,EF,F,2,reward,mismatched,1.571602,exploit_reward
20,13,run03,361.0702,5,EF,E,1,reward,matched,1.571733,explore_reward
21,13,run03,375.0638,5,AB,A,1,reward,matched,1.566932,exploit_punish
22,13,run03,390.0685,5,CD,D,2,punish,matched,1.582726,exploit_punish
23,13,run03,406.0674,5,AB,B,2,punish,matched,1.574862,explore_reward
24,13,run03,420.0757,5,AB,A,2,punish,mismatched,1.584655,exploit_punish
25,13,run03,436.0587,5,AB,A,1,reward,matched,1.568899,explore_punish
