,ID,run,onset,duration,img_pair,choice,side,outcome,matched,RT,reinforcer_response
0,15,run03,37.6507,5,AB,A,2,reward,matched,1.571407,
1,15,run03,52.6694,5,EF,E,1,reward,matched,1.592017,
2,15,run03,65.6514,5,EF,F,2,punish,matched,1.596551,explore_reward
3,15,run03,79.6448,5,AB,B,1,punish,matched,1.603518,explore_reward
4,15,run03,92.6547,5,AB,A,1,reward,matched,1.599345,exploit_punish
5,15,run03,106.6515,5,CD,D,2,reward,mismatched,1.592776,
6,15,run03,119.6496,5,CD,C,2,reward,matched,1.614044,explore_reward
7,15,run03,133.6576,5,AB,B,1,reward,mismatched,1.614532,explore_reward
8,15,run03,148.6471,5,AB,A,1,reward,matched,1.614643,explore_reward
9,15,run03,162.6569,5,AB,A,2,reward,matched,1.605206,exploit_reward
10,15,run03,179.6503,5,CD,D,2,punish,matched,1.596566,explore_reward
11,15,run03,196.6604,5,CD,C,1,punish,mismatched,1.608351,exploit_punish
12,15,run03,211.6638,5,CD,D,1,reward,mismatched,1.598768,exploit_punish
13,15,run03,224.6497,5,EF,F,2,punish,matched,1.5987040000000001,explore_punish
14,15,run03,238.6487,5,EF,E,1,reward,matched,1.5895299999999999,exploit_punish
15,15,run03,253.6605,5,AB,A,1,reward,matched,1.573277,exploit_reward
16,15,run03,268.6476,5,CD,C,2,punish,mismatched,1.5701829999999999,explore_reward
17,15,run03,285.658,5,CD,C,2,reward,matched,1.572986,explore_punish
18,15,run03,300.6464,5,EF,E,1,reward,matched,1.566589,exploit_reward
19,15,run03,315.6507,5,CD,D,1,punish,matched,1.5794860000000002,explore_reward
20,15,run03,328.648,5,AB,A,2,reward,matched,1.565832,exploit_reward
21,15,run03,342.6555,5,AB,A,2,reward,matched,1.571892,exploit_reward
22,15,run03,357.6457,5,EF,F,2,reward,mismatched,1.569212,explore_reward
23,15,run03,373.6577,5,AB,B,2,punish,matched,1.5689030000000002,explore_reward
24,15,run03,387.6541,5,EF,F,1,punish,matched,1.5633059999999999,exploit_reward
25,15,run03,403.6537,5,AB,A,1,reward,matched,1.561771,exploit_punish
