28	run01	AB	Miss	Miss	Miss	Miss	Miss
28	run01	EF	E	1	punish	mismatched	1.568768
28	run01	AB	A	2	reward	matched	1.551442
28	run01	AB	B	1	punish	matched	1.583147
28	run01	AB	Miss	Miss	Miss	Miss	Miss
28	run01	EF	E	1	reward	matched	1.581984
28	run01	AB	B	1	punish	matched	1.563389
28	run01	EF	E	1	reward	matched	1.563243
28	run01	AB	B	1	punish	matched	1.562273
28	run01	EF	E	1	punish	mismatched	1.575993
28	run01	CD	C	2	reward	matched	1.559981
28	run01	CD	D	1	punish	matched	1.574375
28	run01	EF	F	1	punish	matched	1.574914
28	run01	AB	A	2	reward	matched	1.572365
28	run01	EF	F	2	punish	matched	1.573467
28	run01	EF	F	1	reward	mismatched	1.570281
28	run01	EF	F	2	punish	matched	1.587358
28	run01	EF	F	2	reward	mismatched	1.586740
28	run01	CD	C	1	punish	mismatched	1.600028
28	run01	AB	A	1	reward	matched	1.600779
28	run01	CD	C	2	reward	matched	1.582102
28	run01	CD	C	2	reward	matched	1.582915
28	run01	EF	E	1	reward	matched	1.598407
28	run01	EF	F	1	reward	mismatched	1.580428
28	run01	AB	B	1	reward	mismatched	1.595426
28	run01	CD	D	1	punish	matched	1.593174
28	run02	CD	C	2	reward	matched	1.568141
28	run02	AB	A	1	punish	mismatched	1.600324
28	run02	CD	C	2	reward	matched	1.600793
28	run02	AB	A	1	reward	matched	1.599814
28	run02	AB	B	1	punish	matched	1.599048
28	run02	CD	D	2	punish	matched	1.596251
28	run02	EF	F	1	punish	matched	1.578444
28	run02	EF	F	1	reward	mismatched	1.610733
28	run02	CD	D	1	punish	matched	1.592688
28	run02	EF	F	1	punish	matched	1.592857
28	run02	AB	A	2	reward	matched	1.574518
28	run02	EF	E	2	reward	matched	1.574947
28	run02	CD	C	1	reward	matched	1.572295
28	run02	CD	C	1	reward	matched	1.571374
28	run02	CD	C	2	reward	matched	1.588957
28	run02	EF	F	1	reward	mismatched	1.570931
28	run02	EF	F	1	reward	mismatched	1.570221
28	run02	EF	F	1	punish	matched	1.584258
28	run02	EF	E	1	punish	mismatched	1.616798
28	run02	AB	A	1	reward	matched	1.581577
28	run02	CD	C	1	punish	mismatched	1.597328
28	run02	EF	Miss	Miss	Miss	Miss	Miss
28	run02	CD	C	2	reward	matched	1.579046
28	run02	CD	C	2	reward	matched	1.561321
28	run02	EF	F	1	punish	matched	1.576896
28	run02	CD	C	2	reward	matched	1.608496
28	run03	CD	C	2	reward	matched	1.568060
28	run03	CD	D	2	punish	matched	1.568744
28	run03	CD	D	2	punish	matched	1.566348
28	run03	AB	B	2	punish	matched	1.565528
28	run03	AB	B	1	punish	matched	1.566329
28	run03	AB	A	1	reward	matched	1.582263
28	run03	AB	A	2	reward	matched	1.579318
28	run03	EF	E	2	reward	matched	1.561791
28	run03	EF	F	2	reward	mismatched	1.579423
28	run03	AB	B	1	punish	matched	1.577803
28	run03	CD	D	2	reward	mismatched	1.575350
28	run03	CD	C	2	reward	matched	1.559171
28	run03	CD	D	2	punish	matched	1.573082
28	run03	EF	F	1	punish	matched	1.573835
28	run03	CD	D	2	punish	matched	1.573071
28	run03	EF	E	2	punish	mismatched	1.572149
28	run03	AB	B	1	reward	mismatched	1.553908
28	run03	EF	F	1	reward	mismatched	1.567690
28	run03	CD	C	1	reward	matched	1.585347
28	run03	EF	E	2	punish	mismatched	1.581969
28	run03	AB	B	1	punish	matched	1.583687
28	run03	CD	C	1	reward	matched	1.582534
28	run03	EF	E	2	reward	matched	1.579775
28	run03	EF	E	2	punish	mismatched	1.561664
28	run03	EF	F	1	punish	matched	1.577636
28	run03	EF	F	1	reward	mismatched	1.576800
28	run04	AB	B	1	punish	matched	1.568284
28	run04	AB	A	1	reward	matched	1.600109
28	run04	EF	E	2	punish	mismatched	1.584642
28	run04	EF	F	2	punish	matched	1.598492
28	run04	EF	F	1	reward	mismatched	1.596928
28	run04	CD	C	2	punish	mismatched	1.613071
28	run04	EF	F	1	reward	mismatched	1.613794
28	run04	EF	E	1	reward	matched	1.593933
28	run04	CD	D	1	punish	matched	1.609887
28	run04	AB	B	2	punish	matched	1.591693
28	run04	EF	E	2	reward	matched	1.591462
28	run04	AB	B	2	punish	matched	1.573571
28	run04	AB	B	2	punish	matched	1.589251
28	run04	CD	C	2	reward	matched	1.570890
28	run04	CD	C	2	reward	matched	1.572056
28	run04	AB	B	1	punish	matched	1.586331
28	run04	CD	C	2	reward	matched	1.587249
28	run04	CD	D	2	reward	mismatched	1.569564
28	run04	EF	F	2	punish	matched	1.584490
28	run04	EF	F	2	punish	matched	1.600857
28	run04	CD	C	2	reward	matched	1.582943
28	run04	CD	D	2	reward	mismatched	1.582247
28	run04	CD	D	2	reward	mismatched	1.580979
28	run04	CD	C	1	punish	mismatched	1.578310
28	run04	CD	D	2	punish	matched	1.594023
28	run04	AB	A	1	reward	matched	1.592420
