,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
0,86,run01,EF,E,2,reward,matched,1.569655,,,,,1.0,,
1,86,run01,CD,D,1,reward,mismatched,1.616737,,,,1.0,,,
2,86,run01,EF,F,1,reward,mismatched,1.598377,,,,,,0.5,explore_reward
3,86,run01,CD,C,2,punish,mismatched,1.613843,,,,1.0,,,explore_reward
4,86,run01,CD,D,2,reward,mismatched,1.627738,,,,1.0,,,exploit_punish
5,86,run01,EF,E,1,punish,mismatched,1.610091,,,,,,0.6666666666666666,explore_reward
6,86,run01,AB,B,2,punish,matched,1.608740,1.0,,,,,,
7,86,run01,AB,A,1,punish,mismatched,1.589341,,0.5,,,,,exploit_punish
8,86,run01,EF,F,2,reward,mismatched,1.588566,,,,,,0.75,exploit_punish
9,86,run01,EF,F,2,punish,matched,1.602695,,,,,0.4,,exploit_reward
10,86,run01,AB,B,1,reward,mismatched,1.619142,,0.6666666666666666,,,,,exploit_punish
11,86,run01,EF,F,2,reward,mismatched,1.600066,,,,,,0.6666666666666666,explore_punish
12,86,run01,CD,D,1,punish,matched,1.616388,,,0.25,,,,exploit_reward
13,86,run01,CD,D,1,punish,matched,1.597158,,,0.4,,,,explore_punish
14,86,run01,CD,C,2,reward,matched,1.612363,,,0.5,,,,exploit_punish
15,86,run01,CD,C,2,punish,mismatched,1.609608,,,,0.5714285714285714,,,exploit_reward
16,86,run01,CD,C,1,reward,matched,1.609074,,,0.5,,,,explore_punish
17,86,run01,EF,E,2,reward,matched,1.591050,,,,,0.42857142857142855,,explore_reward
18,86,run01,EF,F,1,punish,matched,1.604441,,,,,0.5,,explore_reward
19,86,run01,EF,F,1,reward,mismatched,1.620083,,,,,,0.5555555555555556,explore_punish
20,86,run01,AB,A,1,punish,mismatched,1.601867,,0.75,,,,,explore_reward
21,86,run01,AB,A,2,punish,mismatched,1.600473,,0.8,,,,,explore_punish
22,86,run01,AB,A,1,reward,matched,1.615502,0.3333333333333333,,,,,,explore_punish
23,86,run01,CD,D,2,punish,matched,1.613962,,,0.5555555555555556,,,,explore_reward
24,86,run01,CD,C,2,reward,matched,1.611186,,,0.6,,,,exploit_punish
25,86,run01,AB,A,2,reward,matched,1.576732,0.42857142857142855,,,,,,exploit_reward
26,86,run02,AB,A,1,reward,matched,1.568276,0.5,,,,,,exploit_reward
27,86,run02,EF,E,2,reward,matched,1.582302,,,,,0.5,,explore_reward
28,86,run02,CD,D,2,punish,matched,1.581729,,,0.6363636363636364,,,,explore_reward
29,86,run02,EF,F,2,punish,matched,1.597283,,,,,0.5454545454545454,,explore_reward
30,86,run02,AB,B,1,punish,matched,1.595106,0.5555555555555556,,,,,,explore_reward
31,86,run02,EF,F,2,punish,matched,1.592571,,,,,0.5833333333333334,,explore_punish
32,86,run02,CD,C,1,reward,matched,1.590066,,,0.6666666666666666,,,,exploit_punish
33,86,run02,CD,D,1,punish,matched,1.589095,,,0.6923076923076923,,,,explore_reward
34,86,run02,EF,E,2,reward,matched,1.603993,,,,,0.6153846153846154,,exploit_punish
35,86,run02,CD,C,1,reward,matched,1.602789,,,0.7142857142857143,,,,exploit_punish
36,86,run02,EF,E,2,reward,matched,1.583516,,,,,0.6428571428571429,,exploit_reward
37,86,run02,EF,E,2,reward,matched,1.582738,,,,,0.6666666666666666,,exploit_reward
38,86,run02,EF,E,1,reward,matched,1.596591,,,,,0.6875,,exploit_reward
39,86,run02,AB,B,2,reward,mismatched,1.595303,,0.5,,,,,explore_punish
40,86,run02,AB,A,1,reward,matched,1.594892,0.5454545454545454,,,,,,explore_reward
41,86,run02,AB,B,1,reward,mismatched,1.592306,,0.5,,,,,explore_reward
42,86,run02,CD,D,2,punish,matched,1.607700,,,0.7333333333333333,,,,explore_reward
43,86,run02,AB,A,2,reward,matched,1.588609,0.5384615384615384,,,,,,explore_reward
44,86,run02,AB,B,1,punish,matched,1.589166,0.5714285714285714,,,,,,explore_reward
45,86,run02,AB,A,2,reward,matched,1.584664,0.6,,,,,,exploit_punish
46,86,run02,CD,D,2,punish,matched,1.600224,,,0.75,,,,explore_punish
47,86,run02,EF,F,1,reward,mismatched,1.598585,,,,,,0.35294117647058826,explore_reward
48,86,run02,EF,F,2,punish,matched,1.596512,,,,,0.6666666666666666,,exploit_reward
49,86,run02,CD,D,1,punish,matched,1.594752,,,0.7647058823529411,,,,explore_punish
