,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
0,33,run01,EF,F,1,reward,mismatched,1.568928,,,,,,1.0,
1,33,run01,AB,B,2,reward,mismatched,1.600976,,1.0,,,,,
2,33,run01,AB,B,1,punish,matched,1.600014,0.5,,,,,,exploit_reward
3,33,run01,EF,F,2,reward,mismatched,1.599081,,,,,,1.0,exploit_reward
4,33,run01,AB,B,2,punish,matched,1.597077,0.6666666666666666,,,,,,explore_punish
5,33,run01,AB,A,1,reward,matched,1.597079,0.75,,,,,,exploit_punish
6,33,run01,EF,F,2,punish,matched,1.595790,,,,,0.3333333333333333,,exploit_reward
7,33,run01,CD,C,2,punish,mismatched,1.594255,,,,1.0,,,
8,33,run01,CD,C,1,reward,matched,1.610979,,,0.5,,,,explore_punish
9,33,run01,CD,C,2,punish,mismatched,1.610084,,,,0.6666666666666666,,,exploit_reward
10,33,run01,EF,F,1,punish,matched,1.592954,,,,,0.5,,explore_punish
11,33,run01,EF,F,2,punish,matched,1.590451,,,,,0.6,,explore_punish
12,33,run01,EF,E,2,reward,matched,1.590111,,,,,0.6666666666666666,,exploit_punish
13,33,run01,CD,C,1,reward,matched,1.605085,,,0.5,,,,explore_punish
14,33,run01,CD,C,1,reward,matched,1.588568,,,0.6,,,,exploit_reward
15,33,run01,AB,A,1,reward,matched,1.587528,0.8,,,,,,exploit_reward
16,33,run01,CD,C,1,punish,mismatched,1.602676,,,,0.5,,,exploit_reward
17,33,run01,CD,D,2,punish,matched,1.601999,,,0.5714285714285714,,,,exploit_punish
18,33,run01,AB,A,2,reward,matched,1.583362,0.8333333333333334,,,,,,exploit_reward
19,33,run01,CD,C,1,reward,matched,1.582907,,,0.625,,,,exploit_punish
20,33,run01,AB,A,1,reward,matched,1.581639,0.8571428571428571,,,,,,exploit_reward
21,33,run01,AB,B,1,punish,matched,1.614869,0.875,,,,,,explore_reward
22,33,run01,EF,F,2,punish,matched,1.597197,,,,,0.7142857142857143,,explore_reward
23,33,run01,CD,D,1,punish,matched,1.596205,,,0.6666666666666666,,,,explore_reward
24,33,run01,AB,A,1,reward,matched,1.577572,0.8888888888888888,,,,,,exploit_punish
25,33,run01,EF,F,1,punish,matched,1.593960,,,,,0.75,,explore_punish
26,33,run02,CD,C,1,punish,mismatched,1.568042,,,,0.4,,,exploit_punish
27,33,run02,EF,E,2,punish,mismatched,1.600034,,,,,,0.3333333333333333,exploit_punish
28,33,run02,CD,D,1,reward,mismatched,1.616583,,,,0.45454545454545453,,,exploit_punish
29,33,run02,AB,B,2,reward,mismatched,1.599409,,0.2,,,,,explore_reward
30,33,run02,CD,C,1,reward,matched,1.631687,,,0.5833333333333334,,,,explore_reward
31,33,run02,CD,C,1,reward,matched,1.595998,,,0.6153846153846154,,,,exploit_reward
32,33,run02,AB,A,2,reward,matched,1.594530,0.8181818181818182,,,,,,explore_reward
33,33,run02,EF,E,1,reward,matched,1.594067,,,,,0.7,,explore_punish
34,33,run02,CD,C,1,reward,matched,1.609426,,,0.6428571428571429,,,,exploit_reward
35,33,run02,EF,F,2,punish,matched,1.592368,,,,,0.7272727272727273,,explore_reward
36,33,run02,AB,B,1,punish,matched,1.590909,0.8333333333333334,,,,,,explore_reward
37,33,run02,CD,D,2,punish,matched,1.607819,,,0.6666666666666666,,,,explore_reward
38,33,run02,AB,A,1,reward,matched,1.605036,0.8461538461538461,,,,,,exploit_punish
39,33,run02,CD,D,1,punish,matched,1.587967,,,0.6875,,,,explore_punish
40,33,run02,CD,C,2,reward,matched,1.605728,,,0.7058823529411765,,,,exploit_punish
41,33,run02,AB,B,1,punish,matched,1.603160,0.8571428571428571,,,,,,explore_reward
42,33,run02,AB,B,2,reward,mismatched,1.602758,,0.2,,,,,explore_punish
43,33,run02,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
44,33,run02,EF,F,2,punish,matched,1.600691,,,,,0.75,,explore_punish
45,33,run02,CD,D,2,punish,matched,1.598133,,,0.7222222222222222,,,,miss_response
46,33,run02,AB,B,1,punish,matched,1.597357,0.8125,,,,,,exploit_reward
47,33,run02,AB,A,2,punish,mismatched,1.579905,,0.23529411764705882,,,,,exploit_punish
48,33,run02,CD,D,1,punish,matched,1.595284,,,0.7368421052631579,,,,explore_punish
49,33,run02,AB,B,1,punish,matched,1.611981,0.7777777777777778,,,,,,exploit_punish
50,33,run02,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
51,33,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
52,33,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
