,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
0,15,run01,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,
1,15,run01,EF,F,2,punish,matched,1.547352,,,,,1.0,,
2,15,run01,CD,D,1,punish,matched,1.565765,,,1.0,,,,miss_response
3,15,run01,AB,B,2,punish,matched,1.555616,1.0,,,,,,
4,15,run01,CD,D,1,punish,matched,1.576144,,,1.0,,,,explore_punish
5,15,run01,AB,B,2,punish,matched,1.563609,1.0,,,,,,explore_punish
6,15,run01,CD,D,1,reward,mismatched,1.562343,,,,0.3333333333333333,,,explore_punish
7,15,run01,CD,D,2,punish,matched,1.578993,,,0.75,,,,exploit_reward
8,15,run01,AB,B,1,punish,matched,1.543256,1.0,,,,,,explore_punish
9,15,run01,AB,B,1,punish,matched,1.560641,1.0,,,,,,explore_punish
10,15,run01,EF,E,2,punish,mismatched,1.578223,,,,,,0.5,exploit_punish
11,15,run01,CD,C,1,reward,matched,1.575604,,,0.8,,,,exploit_punish
12,15,run01,CD,D,2,punish,matched,1.576536,,,0.8333333333333334,,,,explore_reward
13,15,run01,EF,E,1,punish,mismatched,1.572262,,,,,,0.6666666666666666,explore_punish
14,15,run01,CD,D,2,punish,matched,1.573131,,,0.8571428571428571,,,,explore_punish
15,15,run01,CD,C,1,reward,matched,1.583538,,,0.875,,,,exploit_punish
16,15,run01,AB,A,1,reward,matched,1.551963,1.0,,,,,,exploit_punish
17,15,run01,CD,C,2,reward,matched,1.565838,,,0.8888888888888888,,,,exploit_reward
18,15,run01,CD,C,1,reward,matched,1.579274,,,0.9,,,,exploit_reward
19,15,run01,AB,A,1,reward,matched,1.573843,1.0,,,,,,exploit_reward
20,15,run01,AB,A,1,reward,matched,1.567073,1.0,,,,,,exploit_reward
21,15,run01,EF,F,1,punish,matched,1.580385,,,,,0.5,,exploit_punish
22,15,run01,EF,F,2,reward,mismatched,1.567818,,,,,,0.6,explore_punish
23,15,run01,CD,D,2,punish,matched,1.578479,,,0.9090909090909091,,,,explore_reward
24,15,run01,AB,A,2,reward,matched,1.571535,1.0,,,,,,exploit_reward
25,15,run01,EF,E,2,reward,matched,1.562693,,,,,0.5,,explore_reward
26,15,run02,CD,D,2,punish,matched,1.587448,,,0.9166666666666666,,,,explore_punish
27,15,run02,EF,E,2,punish,mismatched,1.591358,,,,,,0.5714285714285714,exploit_reward
28,15,run02,EF,E,2,punish,mismatched,1.604794,,,,,,0.625,explore_punish
29,15,run02,AB,B,2,punish,matched,1.599408,1.0,,,,,,explore_reward
30,15,run02,CD,C,2,reward,matched,1.601566,,,0.9230769230769231,,,,exploit_punish
31,15,run02,AB,B,2,reward,mismatched,1.599542,,0.1,,,,,explore_punish
32,15,run02,EF,E,1,reward,matched,1.600233,,,,,0.4444444444444444,,explore_punish
33,15,run02,EF,F,1,reward,mismatched,1.608514,,,,,,0.6,explore_reward
34,15,run02,AB,B,2,punish,matched,1.579377,0.9090909090909091,,,,,,exploit_reward
35,15,run02,AB,B,2,punish,matched,1.576100,0.9166666666666666,,,,,,explore_punish
36,15,run02,AB,A,2,reward,matched,1.581085,0.9230769230769231,,,,,,exploit_punish
37,15,run02,AB,B,2,punish,matched,1.577680,0.9285714285714286,,,,,,explore_reward
38,15,run02,CD,D,1,punish,matched,1.588563,,,0.9285714285714286,,,,explore_reward
39,15,run02,CD,C,1,punish,mismatched,1.589420,,,,0.13333333333333333,,,exploit_punish
40,15,run02,AB,A,1,reward,matched,1.565374,0.9333333333333333,,,,,,exploit_punish
41,15,run02,AB,B,2,punish,matched,1.570760,0.9375,,,,,,explore_reward
42,15,run02,CD,D,1,reward,mismatched,1.586726,,,,0.1875,,,exploit_punish
43,15,run02,CD,C,1,reward,matched,1.585425,,,0.8235294117647058,,,,explore_reward
44,15,run02,AB,B,2,reward,mismatched,1.571935,,0.11764705882352941,,,,,explore_punish
45,15,run02,EF,F,2,reward,mismatched,1.583970,,,,,,0.6363636363636364,exploit_reward
46,15,run02,EF,F,1,punish,matched,1.574842,,,,,0.4166666666666667,,exploit_reward
47,15,run02,CD,D,2,punish,matched,1.564028,,,0.8333333333333334,,,,explore_reward
48,15,run02,AB,A,1,punish,mismatched,1.567714,,0.16666666666666666,,,,,explore_reward
49,15,run02,AB,B,2,punish,matched,1.566252,0.8421052631578947,,,,,,exploit_punish
50,15,run02,AB,A,1,punish,mismatched,1.568355,,0.2,,,,,exploit_punish
51,15,run02,CD,D,2,punish,matched,1.578840,,,0.8421052631578947,,,,explore_punish
52,15,run03,AB,A,2,reward,matched,1.571407,0.8095238095238095,,,,,,explore_punish
53,15,run03,EF,E,1,reward,matched,1.592017,,,,,0.46153846153846156,,exploit_punish
54,15,run03,EF,F,2,punish,matched,1.596551,,,,,0.5,,explore_reward
55,15,run03,AB,B,1,punish,matched,1.603518,0.8181818181818182,,,,,,explore_reward
56,15,run03,AB,A,1,reward,matched,1.599345,0.8260869565217391,,,,,,exploit_punish
57,15,run03,CD,D,2,reward,mismatched,1.592776,,,,0.2,,,explore_punish
58,15,run03,CD,C,2,reward,matched,1.614044,,,0.8095238095238095,,,,explore_reward
59,15,run03,AB,B,1,reward,mismatched,1.614532,,0.20833333333333334,,,,,explore_reward
60,15,run03,AB,A,1,reward,matched,1.614643,0.8,,,,,,explore_reward
61,15,run03,AB,A,2,reward,matched,1.605206,0.8076923076923077,,,,,,exploit_reward
62,15,run03,CD,D,2,punish,matched,1.596566,,,0.8181818181818182,,,,explore_reward
63,15,run03,CD,C,1,punish,mismatched,1.608351,,,,0.21739130434782608,,,exploit_punish
64,15,run03,CD,D,1,reward,mismatched,1.598768,,,,0.25,,,exploit_punish
65,15,run03,EF,F,2,punish,matched,1.598704,,,,,0.5333333333333333,,explore_punish
66,15,run03,EF,E,1,reward,matched,1.589530,,,,,0.5625,,exploit_punish
67,15,run03,AB,A,1,reward,matched,1.573277,0.8148148148148148,,,,,,exploit_reward
68,15,run03,CD,C,2,punish,mismatched,1.570183,,,,0.28,,,explore_reward
69,15,run03,CD,C,2,reward,matched,1.572986,,,0.7307692307692307,,,,explore_punish
70,15,run03,EF,E,1,reward,matched,1.566589,,,,,0.5882352941176471,,exploit_reward
