,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
0,64,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,
1,64,run01,CD,D,2,reward,mismatched,1.584783,,,,1.0,,,
2,64,run01,AB,A,1,reward,matched,1.598600,1.0,,,,,,
3,64,run01,AB,A,1,reward,matched,1.613926,1.0,,,,,,exploit_reward
4,64,run01,EF,E,1,punish,mismatched,1.595427,,,,,,1.0,miss_response
5,64,run01,EF,F,2,punish,matched,1.610247,,,,,0.5,,exploit_punish
6,64,run01,CD,C,2,reward,matched,1.609092,,,0.5,,,,explore_reward
7,64,run01,CD,C,2,reward,matched,1.606025,,,0.6666666666666666,,,,exploit_reward
8,64,run01,AB,B,2,punish,matched,1.605290,1.0,,,,,,explore_reward
9,64,run01,CD,D,1,punish,matched,1.604180,,,0.75,,,,explore_reward
10,64,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
11,64,run01,EF,F,2,reward,mismatched,1.601210,,,,,,0.6666666666666666,miss_response
12,64,run01,CD,D,2,punish,matched,1.582205,,,0.8,,,,explore_punish
13,64,run01,CD,C,2,reward,matched,1.614238,,,0.8333333333333334,,,,exploit_punish
14,64,run01,EF,F,1,punish,matched,1.612515,,,,,0.5,,exploit_reward
15,64,run01,EF,E,2,reward,matched,1.609631,,,,,0.6,,exploit_punish
16,64,run01,EF,E,1,punish,mismatched,1.609040,,,,,,0.5,exploit_reward
17,64,run01,EF,F,2,punish,matched,1.607459,,,,,0.5714285714285714,,exploit_punish
18,64,run01,EF,F,1,reward,mismatched,1.604395,,,,,,0.5,explore_punish
19,64,run01,CD,D,1,punish,matched,1.603070,,,0.8571428571428571,,,,explore_reward
20,64,run01,AB,B,2,reward,mismatched,1.600998,,0.25,,,,,explore_punish
21,64,run01,CD,D,2,punish,matched,1.600987,,,0.875,,,,explore_punish
22,64,run01,AB,B,1,punish,matched,1.599287,0.8,,,,,,exploit_reward
23,64,run01,EF,F,2,punish,matched,1.597228,,,,,0.5555555555555556,,exploit_reward
24,64,run01,EF,E,2,reward,matched,1.594476,,,,,0.6,,exploit_punish
25,64,run01,CD,C,1,punish,mismatched,1.593832,,,,0.2222222222222222,,,exploit_punish
26,64,run02,AB,B,1,reward,mismatched,1.584658,,0.3333333333333333,,,,,explore_punish
27,64,run02,AB,A,1,reward,matched,1.582887,0.7142857142857143,,,,,,explore_reward
28,64,run02,EF,F,1,punish,matched,1.598329,,,,,0.6363636363636364,,explore_reward
29,64,run02,AB,A,1,reward,matched,1.580268,0.75,,,,,,exploit_reward
30,64,run02,EF,E,2,reward,matched,1.596488,,,,,0.6666666666666666,,exploit_punish
31,64,run02,AB,B,1,punish,matched,1.609126,0.7777777777777778,,,,,,explore_reward
32,64,run02,CD,D,1,punish,matched,1.590044,,,0.8,,,,exploit_punish
33,64,run02,AB,A,2,reward,matched,1.588779,0.8,,,,,,exploit_punish
34,64,run02,AB,B,2,punish,matched,1.570566,0.8181818181818182,,,,,,explore_reward
35,64,run02,CD,C,1,reward,matched,1.603050,,,0.8181818181818182,,,,exploit_punish
36,64,run02,CD,C,2,punish,mismatched,1.600324,,,,0.25,,,exploit_reward
37,64,run02,EF,F,2,punish,matched,1.599591,,,,,0.6923076923076923,,explore_reward
38,64,run02,EF,E,2,punish,mismatched,1.596560,,,,,,0.35714285714285715,exploit_punish
39,64,run02,AB,B,1,punish,matched,1.578616,0.8333333333333334,,,,,,explore_punish
40,64,run02,CD,C,1,reward,matched,1.594523,,,0.7692307692307693,,,,explore_punish
41,64,run02,CD,C,1,reward,matched,1.592650,,,0.7857142857142857,,,,exploit_reward
42,64,run02,CD,D,2,punish,matched,1.607944,,,0.8,,,,explore_reward
43,64,run02,CD,C,2,punish,mismatched,1.605617,,,,0.25,,,exploit_punish
44,64,run02,EF,F,1,punish,matched,1.604322,,,,,0.6666666666666666,,exploit_punish
45,64,run02,EF,F,1,punish,matched,1.602651,,,,,0.6875,,explore_punish
46,64,run02,EF,E,1,reward,matched,1.600173,,,,,0.7058823529411765,,exploit_punish
47,64,run02,CD,D,2,punish,matched,1.598439,,,0.7647058823529411,,,,exploit_punish
48,64,run02,CD,C,1,punish,mismatched,1.596511,,,,0.2777777777777778,,,exploit_punish
49,64,run02,CD,C,2,reward,matched,1.594444,,,0.7368421052631579,,,,explore_punish
50,64,run02,CD,D,2,reward,mismatched,1.592825,,,,0.3,,,explore_reward
51,64,run02,CD,C,2,reward,matched,1.591079,,,0.7142857142857143,,,,explore_reward
52,64,run03,AB,B,2,reward,mismatched,1.601167,,0.23076923076923078,,,,,explore_punish
53,64,run03,AB,B,2,punish,matched,1.584931,0.7857142857142857,,,,,,exploit_reward
54,64,run03,AB,B,2,punish,matched,1.615028,0.8,,,,,,explore_punish
55,64,run03,AB,A,1,reward,matched,1.596247,0.8125,,,,,,exploit_punish
56,64,run03,AB,A,1,reward,matched,1.595785,0.8235294117647058,,,,,,exploit_reward
57,64,run03,CD,C,2,punish,mismatched,1.611032,,,,0.3181818181818182,,,exploit_reward
58,64,run03,EF,E,2,punish,mismatched,1.591531,,,,,,0.3333333333333333,exploit_reward
59,64,run03,EF,F,1,punish,matched,1.606645,,,,,0.6842105263157895,,exploit_punish
60,64,run03,AB,A,2,reward,matched,1.605777,0.8333333333333334,,,,,,exploit_reward
61,64,run03,EF,E,1,reward,matched,1.603981,,,,,0.7,,exploit_punish
62,64,run03,CD,D,2,punish,matched,1.601109,,,0.6956521739130435,,,,exploit_punish
63,64,run03,EF,E,2,reward,matched,1.600372,,,,,0.7142857142857143,,exploit_reward
64,64,run03,EF,F,1,punish,matched,1.580878,,,,,0.7272727272727273,,explore_reward
65,64,run03,AB,A,1,reward,matched,1.596877,0.8421052631578947,,,,,,exploit_reward
66,64,run03,AB,B,2,punish,matched,1.579111,0.85,,,,,,explore_reward
67,64,run03,CD,D,2,punish,matched,1.592321,,,0.7083333333333334,,,,explore_punish
68,64,run03,EF,F,2,reward,mismatched,1.608371,,,,,,0.30434782608695654,explore_punish
69,64,run03,CD,C,2,reward,matched,1.605351,,,0.72,,,,exploit_punish
70,64,run03,AB,B,1,punish,matched,1.604830,0.8571428571428571,,,,,,explore_punish
71,64,run03,CD,D,2,punish,matched,1.601453,,,0.7307692307692307,,,,explore_reward
72,64,run03,AB,A,1,punish,mismatched,1.602045,,0.18181818181818182,,,,,exploit_punish
73,64,run03,EF,F,2,reward,mismatched,1.583315,,,,,,0.3333333333333333,exploit_reward
74,64,run03,EF,E,1,punish,mismatched,1.596960,,,,,,0.36,explore_reward
75,64,run03,EF,E,2,punish,mismatched,1.594749,,,,,,0.38461538461538464,explore_punish
76,64,run03,CD,C,2,reward,matched,1.610051,,,0.7407407407407407,,,,exploit_punish
77,64,run03,CD,D,2,punish,matched,1.591976,,,0.75,,,,explore_reward
78,64,run04,EF,E,2,reward,matched,1.570961,,,,,0.6296296296296297,,explore_punish
79,64,run04,CD,D,1,punish,matched,1.586596,,,0.7586206896551724,,,,explore_punish
80,64,run04,EF,E,1,reward,matched,1.599408,,,,,0.6428571428571429,,exploit_reward
81,64,run04,EF,F,1,punish,matched,1.601869,,,,,0.6551724137931034,,explore_reward
82,64,run04,CD,D,2,reward,mismatched,1.601804,,,,0.26666666666666666,,,explore_punish
83,64,run04,CD,C,2,reward,matched,1.607401,,,0.7419354838709677,,,,explore_reward
84,64,run04,AB,A,2,reward,matched,1.595469,0.8260869565217391,,,,,,explore_punish
85,64,run04,CD,C,2,reward,matched,1.613659,,,0.75,,,,exploit_reward
86,64,run04,AB,B,1,reward,mismatched,1.602016,,0.20833333333333334,,,,,explore_reward
87,64,run04,CD,D,1,punish,matched,1.612686,,,0.7575757575757576,,,,explore_reward
88,64,run04,CD,D,2,punish,matched,1.603635,,,0.7647058823529411,,,,explore_punish
89,64,run04,CD,D,2,reward,mismatched,1.618136,,,,0.2571428571428571,,,explore_punish
90,64,run04,CD,C,2,reward,matched,1.611548,,,0.75,,,,explore_reward
91,64,run04,AB,A,2,reward,matched,1.615997,0.8,,,,,,explore_reward
92,64,run04,CD,D,1,reward,mismatched,1.606706,,,,0.2702702702702703,,,explore_reward
93,64,run04,EF,E,1,reward,matched,1.598360,,,,,0.6666666666666666,,exploit_punish
94,64,run04,AB,A,1,reward,matched,1.598659,0.8076923076923077,,,,,,exploit_reward
95,64,run04,EF,F,1,punish,matched,1.595344,,,,,0.6774193548387096,,explore_reward
96,64,run04,CD,C,2,punish,mismatched,1.606424,,,,0.2894736842105263,,,explore_reward
97,64,run04,AB,A,1,reward,matched,1.601117,0.8148148148148148,,,,,,exploit_reward
98,64,run04,EF,F,2,punish,matched,1.620904,,,,,0.6875,,explore_punish
