trial,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
78,22,run04,EF,F,2,reward,mismatched,1.567884,,,,,0.421052632,0.578947368,explore_reward
79,22,run04,AB,A,1,reward,matched,1.566923,0.848484848,0.151515152,,,,,exploit_reward
80,22,run04,AB,B,2,punish,matched,1.583749,0.852941176,0.147058824,,,,,explore_reward
81,22,run04,EF,F,2,punish,matched,1.598255,,,,,0.45,0.55,exploit_reward
82,22,run04,AB,B,1,punish,matched,1.596425,0.857142857,0.142857143,,,,,explore_punish
83,22,run04,EF,E,1,punish,mismatched,1.612617,,,,,0.428571429,0.571428571,exploit_punish
84,22,run04,EF,F,2,reward,mismatched,1.579696,,,,,0.409090909,0.590909091,exploit_punish
85,22,run04,CD,D,2,punish,matched,1.593609,,,0.791666667,0.208333333,,,exploit_reward
86,22,run04,AB,A,1,reward,matched,1.576092,0.861111111,0.138888889,,,,,exploit_punish
87,22,run04,EF,F,2,punish,matched,1.59203,,,,,0.434782609,0.565217391,exploit_reward
88,22,run04,EF,E,2,reward,matched,1.609054,,,,,0.458333333,0.541666667,exploit_punish
89,22,run04,CD,D,1,punish,matched,1.57392,,,0.8,0.2,,,explore_punish
90,22,run04,AB,A,1,reward,matched,1.588677,0.864864865,0.135135135,,,,,exploit_reward
91,22,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
92,22,run04,AB,B,2,reward,mismatched,1.588849,0.842105263,0.157894737,,,,,explore_reward
93,22,run04,EF,F,2,reward,mismatched,1.58618,,,,,0.44,0.56,explore_reward
94,22,run04,CD,D,1,punish,matched,1.586347,,,0.807692308,0.192307692,,,miss_response
95,22,run04,CD,D,2,punish,matched,1.600433,,,0.814814815,0.185185185,,,explore_punish
96,22,run04,EF,F,2,punish,matched,1.583344,,,,,0.461538462,0.538461538,exploit_reward
97,22,run04,AB,B,2,punish,matched,1.582838,0.846153846,0.153846154,,,,,exploit_reward
98,22,run04,AB,B,2,punish,matched,1.598494,0.85,0.15,,,,,explore_punish
99,22,run04,EF,E,1,reward,matched,1.580702,,,,,0.481481481,0.518518519,exploit_punish
100,22,run04,CD,C,2,punish,mismatched,1.596322,,,0.785714286,0.214285714,,,exploit_punish
101,22,run04,CD,C,2,punish,mismatched,1.577685,,,0.75862069,0.24137931,,,explore_punish
102,22,run04,AB,A,1,reward,matched,1.593399,0.853658537,0.146341463,,,,,exploit_punish
103,22,run04,AB,A,1,reward,matched,1.592724,0.857142857,0.142857143,,,,,exploit_reward
0,23,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,
1,23,run01,CD,C,1,reward,matched,1.610391,,,1,0,,,
2,23,run01,EF,E,2,reward,matched,1.601666,,,,,1,0,
3,23,run01,AB,A,2,reward,matched,1.606663,1,0,,,,,miss_response
4,23,run01,EF,F,2,reward,mismatched,1.606525,,,,,0.5,0.5,explore_reward
5,23,run01,EF,E,1,reward,matched,1.609433,,,,,0.666666667,0.333333333,explore_reward
6,23,run01,CD,D,2,punish,matched,1.61429,,,1,0,,,explore_reward
7,23,run01,CD,D,2,punish,matched,1.597497,,,1,0,,,explore_punish
8,23,run01,EF,F,2,punish,matched,1.613078,,,,,0.75,0.25,explore_reward
9,23,run01,CD,C,1,reward,matched,1.605454,,,1,0,,,exploit_punish
10,23,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
11,23,run01,EF,F,2,punish,matched,1.608457,,,,,0.8,0.2,explore_punish
12,23,run01,AB,A,2,reward,matched,1.607507,1,0,,,,,miss_response
13,23,run01,CD,C,1,punish,mismatched,1.607342,,,0.8,0.2,,,exploit_reward
14,23,run01,AB,A,2,reward,matched,1.603162,1,0,,,,,exploit_reward
15,23,run01,AB,A,2,reward,matched,1.602477,1,0,,,,,exploit_reward
16,23,run01,CD,D,1,punish,matched,1.604143,,,0.833333333,0.166666667,,,exploit_punish
17,23,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
18,23,run01,CD,C,1,reward,matched,1.601369,,,0.857142857,0.142857143,,,exploit_punish
19,23,run01,AB,A,2,reward,matched,1.60118,1,0,,,,,exploit_reward
20,23,run01,EF,F,2,punish,matched,1.611334,,,,,0.833333333,0.166666667,miss_response
21,23,run01,CD,D,1,reward,mismatched,1.614793,,,0.75,0.25,,,explore_reward
22,23,run01,CD,D,2,punish,matched,1.621343,,,0.777777778,0.222222222,,,exploit_reward
23,23,run01,CD,D,2,punish,matched,1.614304,,,0.8,0.2,,,explore_punish
24,23,run01,AB,A,1,punish,mismatched,1.595388,0.833333333,0.166666667,,,,,exploit_reward
25,23,run01,CD,D,2,reward,mismatched,1.597033,,,0.727272727,0.272727273,,,explore_punish
26,23,run02,AB,A,2,punish,mismatched,1.551218,0.714285714,0.285714286,,,,,explore_punish
27,23,run02,AB,A,1,reward,matched,1.582945,0.75,0.25,,,,,explore_punish
28,23,run02,EF,F,2,punish,matched,1.566893,,,,,0.857142857,0.142857143,explore_punish
29,23,run02,AB,B,1,punish,matched,1.615798,0.777777778,0.222222222,,,,,explore_reward
30,23,run02,CD,D,1,reward,mismatched,1.598305,,,0.666666667,0.333333333,,,exploit_reward
31,23,run02,AB,A,1,reward,matched,1.595936,0.8,0.2,,,,,exploit_punish
32,23,run02,CD,C,1,reward,matched,1.594436,,,0.692307692,0.307692308,,,explore_reward
33,23,run02,CD,C,2,reward,matched,1.610616,,,0.714285714,0.285714286,,,exploit_reward
34,23,run02,AB,B,1,punish,matched,1.592865,0.818181818,0.181818182,,,,,explore_reward
35,23,run02,AB,B,2,punish,matched,1.592652,0.833333333,0.166666667,,,,,explore_punish
36,23,run02,AB,A,2,reward,matched,1.590595,0.846153846,0.153846154,,,,,exploit_punish
37,23,run02,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
38,23,run02,CD,C,2,punish,mismatched,1.588419,,,0.666666667,0.333333333,,,exploit_reward
39,23,run02,AB,B,2,punish,matched,1.604473,0.857142857,0.142857143,,,,,miss_response
40,23,run02,EF,E,2,punish,mismatched,1.604447,,,,,0.75,0.25,exploit_punish
41,23,run02,EF,F,1,punish,matched,1.58649,,,,,0.777777778,0.222222222,exploit_punish
42,23,run02,AB,A,2,reward,matched,1.585649,0.866666667,0.133333333,,,,,exploit_punish
43,23,run02,AB,A,1,reward,matched,1.601682,0.875,0.125,,,,,exploit_reward
44,23,run02,CD,C,2,reward,matched,1.600849,,,0.6875,0.3125,,,explore_punish
45,23,run02,CD,C,2,punish,mismatched,1.581466,,,0.647058824,0.352941176,,,exploit_reward
46,23,run02,EF,E,2,punish,mismatched,1.597602,,,,,0.7,0.3,exploit_punish
47,23,run02,EF,F,1,punish,matched,1.580003,,,,,0.727272727,0.272727273,exploit_punish
48,23,run02,EF,F,1,punish,matched,1.595379,,,,,0.75,0.25,explore_punish
49,23,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,exploit_punish
50,23,run02,CD,C,1,punish,mismatched,1.593836,,,0.611111111,0.388888889,,,explore_punish
51,23,run02,CD,C,2,reward,matched,1.592243,,,0.631578947,0.368421053,,,explore_punish
0,24,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,
1,24,run01,AB,A,1,reward,matched,1.601024,1,0,,,,,
2,24,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
3,24,run01,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,
4,24,run01,CD,C,2,reward,matched,1.613789,,,1,0,,,miss_response
5,24,run01,CD,D,1,reward,mismatched,1.614253,,,0.5,0.5,,,explore_reward
6,24,run01,CD,D,2,reward,mismatched,1.612691,,,0.333333333,0.666666667,,,exploit_reward
7,24,run01,AB,B,2,punish,matched,1.611073,1,0,,,,,miss_response
8,24,run01,AB,A,1,reward,matched,1.611199,1,0,,,,,exploit_punish
9,24,run01,CD,D,2,punish,matched,1.625181,,,0.5,0.5,,,exploit_reward
10,24,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
11,24,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
12,24,run01,CD,D,2,punish,matched,1.641514,,,0.6,0.4,,,explore_punish
13,24,run01,AB,A,1,punish,mismatched,1.605153,0.75,0.25,,,,,miss_response
14,24,run01,AB,B,2,punish,matched,1.605173,0.8,0.2,,,,,exploit_punish
15,24,run01,EF,E,2,punish,mismatched,1.60415,,,,,0,1,miss_response
16,24,run01,AB,B,2,punish,matched,1.603198,0.833333333,0.166666667,,,,,explore_punish
17,24,run01,CD,C,1,punish,mismatched,1.601927,,,0.5,0.5,,,exploit_punish
18,24,run01,CD,D,2,punish,matched,1.599625,,,0.571428571,0.428571429,,,exploit_punish
19,24,run01,CD,D,1,reward,mismatched,1.616476,,,0.5,0.5,,,explore_punish
20,24,run01,AB,B,1,reward,mismatched,1.614668,0.714285714,0.285714286,,,,,explore_punish
21,24,run01,AB,B,1,punish,matched,1.599587,0.75,0.25,,,,,exploit_reward
22,24,run01,CD,D,2,punish,matched,1.614299,,,0.555555556,0.444444444,,,exploit_reward
23,24,run01,EF,F,1,punish,matched,1.596524,,,,,0.5,0.5,exploit_punish
24,24,run01,CD,D,2,punish,matched,1.610745,,,0.6,0.4,,,explore_punish
25,24,run01,CD,C,1,reward,matched,1.609529,,,0.636363636,0.363636364,,,exploit_punish
26,24,run02,CD,C,1,punish,mismatched,1.601491,,,0.583333333,0.416666667,,,exploit_reward
27,24,run02,CD,D,1,punish,matched,1.599734,,,0.615384615,0.384615385,,,exploit_punish
28,24,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
29,24,run02,EF,F,1,reward,mismatched,1.616654,,,,,0.333333333,0.666666667,miss_response
30,24,run02,AB,B,1,punish,matched,1.615539,0.777777778,0.222222222,,,,,explore_punish
31,24,run02,AB,B,1,punish,matched,1.596324,0.8,0.2,,,,,explore_punish
32,24,run02,EF,E,1,reward,matched,1.611241,,,,,0.5,0.5,explore_reward
33,24,run02,EF,E,1,punish,mismatched,1.594017,,,,,0.4,0.6,exploit_reward
34,24,run02,AB,B,1,punish,matched,1.593103,0.818181818,0.181818182,,,,,explore_punish
35,24,run02,AB,A,1,reward,matched,1.592735,0.833333333,0.166666667,,,,,exploit_punish
36,24,run02,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
37,24,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
38,24,run02,EF,E,1,reward,matched,1.621991,,,,,0.5,0.5,miss_response
39,24,run02,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
40,24,run02,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
41,24,run02,CD,C,1,reward,matched,1.603416,,,0.642857143,0.357142857,,,miss_response
42,24,run02,EF,F,1,reward,mismatched,1.619549,,,,,0.428571429,0.571428571,explore_reward
43,24,run02,EF,E,1,reward,matched,1.60049,,,,,0.5,0.5,explore_reward
44,24,run02,CD,C,1,punish,mismatched,1.61747,,,0.6,0.4,,,exploit_reward
45,24,run02,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
46,24,run02,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
47,24,run02,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
48,24,run02,CD,D,1,reward,mismatched,1.595572,,,0.5625,0.4375,,,exploit_punish
49,24,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
50,24,run02,CD,D,1,reward,mismatched,1.610015,,,0.529411765,0.470588235,,,exploit_reward
51,24,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
52,24,run03,CD,C,1,punish,mismatched,1.584547,,,0.5,0.5,,,explore_reward
53,24,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,exploit_punish
54,24,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
55,24,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
56,24,run03,AB,A,1,reward,matched,1.582404,0.846153846,0.153846154,,,,,miss_response
57,24,run03,EF,F,1,reward,mismatched,1.597871,,,,,0.444444444,0.555555556,miss_response
58,24,run03,AB,A,1,reward,matched,1.595531,0.857142857,0.142857143,,,,,exploit_reward
59,24,run03,EF,E,1,punish,mismatched,1.611119,,,,,0.4,0.6,explore_reward
60,24,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
61,24,run03,AB,B,1,punish,matched,1.593492,0.866666667,0.133333333,,,,,miss_response
62,24,run03,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,exploit_punish
63,24,run03,CD,D,1,punish,matched,1.607788,,,0.526315789,0.473684211,,,miss_response
64,24,run03,CD,D,1,punish,matched,1.622564,,,0.55,0.45,,,explore_punish
65,24,run03,CD,D,1,punish,matched,1.623192,,,0.571428571,0.428571429,,,explore_punish
66,24,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
67,24,run03,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
68,24,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,exploit_punish
69,24,run03,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
70,24,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
71,24,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
72,24,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
73,24,run03,CD,C,1,reward,matched,1.615166,,,0.590909091,0.409090909,,,miss_response
74,24,run03,AB,B,1,punish,matched,1.57912,0.875,0.125,,,,,miss_response
75,24,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,exploit_punish
76,24,run03,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
77,24,run03,AB,A,1,reward,matched,1.592782,0.882352941,0.117647059,,,,,miss_response
78,24,run04,EF,F,1,reward,mismatched,1.568313,,,,,0.363636364,0.636363636,miss_response
79,24,run04,EF,E,1,reward,matched,1.60005,,,,,0.416666667,0.583333333,explore_reward
80,24,run04,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
81,24,run04,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
82,24,run04,AB,A,1,punish,mismatched,1.596299,0.833333333,0.166666667,,,,,exploit_reward
83,24,run04,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
84,24,run04,CD,D,1,punish,matched,1.596086,,,0.608695652,0.391304348,,,explore_reward
85,24,run04,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
86,24,run04,AB,A,1,reward,matched,1.592775,0.842105263,0.157894737,,,,,miss_response
87,24,run04,AB,A,1,reward,matched,1.591525,0.85,0.15,,,,,exploit_reward
88,24,run04,EF,F,1,punish,matched,1.607972,,,,,0.461538462,0.538461538,miss_response
89,24,run04,EF,E,1,punish,mismatched,1.589623,,,,,0.428571429,0.571428571,exploit_punish
90,24,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,exploit_punish
91,24,run04,EF,F,1,punish,matched,1.604166,,,,,0.466666667,0.533333333,exploit_punish
92,24,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
93,24,run04,CD,D,1,punish,matched,1.602882,,,0.625,0.375,,,miss_response
94,24,run04,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
95,24,run04,CD,C,1,punish,mismatched,1.601045,,,0.6,0.4,,,exploit_punish
96,24,run04,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
97,24,run04,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
98,24,run04,EF,E,1,punish,mismatched,1.582105,,,,,0.4375,0.5625,miss_response
99,24,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
100,24,run04,EF,F,1,reward,mismatched,1.596356,,,,,0.411764706,0.588235294,exploit_punish
101,24,run04,CD,C,1,reward,matched,1.594309,,,0.615384615,0.384615385,,,miss_response
102,24,run04,AB,A,1,reward,matched,1.59347,0.857142857,0.142857143,,,,,miss_response
103,24,run04,CD,D,1,punish,matched,1.608821,,,0.62962963,0.37037037,,,explore_reward
0,25,run01,EF,F,1,punish,matched,1.551817,,,,,1,0,
1,25,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,
2,25,run01,CD,D,1,punish,matched,1.568009,,,1,0,,,
3,25,run01,AB,A,2,reward,matched,1.5667,1,0,,,,,miss_response
4,25,run01,EF,E,1,punish,mismatched,1.580782,,,,,0.5,0.5,exploit_punish
5,25,run01,EF,E,1,reward,matched,1.548263,,,,,0.666666667,0.333333333,explore_punish
6,25,run01,AB,B,2,punish,matched,1.580448,1,0,,,,,explore_reward
7,25,run01,CD,D,1,punish,matched,1.579718,,,1,0,,,explore_punish
8,25,run01,EF,E,2,reward,matched,1.561873,,,,,0.75,0.25,exploit_reward
9,25,run01,AB,B,1,punish,matched,1.577601,1,0,,,,,explore_punish
10,25,run01,EF,E,1,reward,matched,1.57684,,,,,0.8,0.2,exploit_reward
11,25,run01,CD,D,2,reward,mismatched,1.573822,,,0.666666667,0.333333333,,,explore_punish
12,25,run01,CD,C,1,punish,mismatched,1.606691,,,0.5,0.5,,,explore_reward
13,25,run01,CD,D,2,reward,mismatched,1.588457,,,0.4,0.6,,,exploit_punish
14,25,run01,CD,C,2,reward,matched,1.588678,,,0.5,0.5,,,explore_reward
15,25,run01,AB,A,2,reward,matched,1.586775,1,0,,,,,exploit_punish
16,25,run01,EF,F,1,reward,mismatched,1.587389,,,,,0.666666667,0.333333333,explore_reward
17,25,run01,AB,B,2,reward,mismatched,1.618525,0.8,0.2,,,,,explore_reward
18,25,run01,EF,E,2,punish,mismatched,1.599743,,,,,0.571428571,0.428571429,explore_reward
19,25,run01,AB,B,2,punish,matched,1.584482,0.833333333,0.166666667,,,,,exploit_reward
20,25,run01,EF,F,1,reward,mismatched,1.598273,,,,,0.5,0.5,exploit_punish
21,25,run01,EF,E,2,punish,mismatched,1.597742,,,,,0.444444444,0.555555556,explore_reward
22,25,run01,CD,C,2,punish,mismatched,1.580625,,,0.428571429,0.571428571,,,exploit_reward
23,25,run01,CD,D,1,punish,matched,1.580562,,,0.5,0.5,,,exploit_punish
24,25,run01,EF,E,1,punish,mismatched,1.579993,,,,,0.4,0.6,explore_punish
25,25,run01,CD,D,2,punish,matched,1.562003,,,0.555555556,0.444444444,,,explore_punish
26,25,run02,EF,F,1,punish,matched,1.584905,,,,,0.454545455,0.545454545,exploit_punish
27,25,run02,AB,B,1,punish,matched,1.568964,0.857142857,0.142857143,,,,,explore_punish
28,25,run02,AB,A,2,reward,matched,1.584604,0.875,0.125,,,,,exploit_punish
29,25,run02,EF,F,2,punish,matched,1.566779,,,,,0.5,0.5,explore_punish
30,25,run02,EF,F,2,punish,matched,1.582468,,,,,0.538461538,0.461538462,explore_punish
31,25,run02,EF,E,1,reward,matched,1.562923,,,,,0.571428571,0.428571429,exploit_punish
32,25,run02,EF,F,2,punish,matched,1.57859,,,,,0.6,0.4,explore_reward
33,25,run02,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
34,25,run02,CD,D,1,punish,matched,1.576737,,,0.6,0.4,,,explore_punish
35,25,run02,AB,A,2,reward,matched,1.577185,0.888888889,0.111111111,,,,,exploit_reward
36,25,run02,AB,B,2,punish,matched,1.590998,0.9,0.1,,,,,explore_reward
37,25,run02,CD,D,2,punish,matched,1.575576,,,0.636363636,0.363636364,,,explore_punish
38,25,run02,CD,D,2,punish,matched,1.591269,,,0.666666667,0.333333333,,,explore_punish
39,25,run02,AB,A,1,reward,matched,1.571796,0.909090909,0.090909091,,,,,exploit_punish
40,25,run02,CD,D,2,punish,matched,1.572411,,,0.692307692,0.307692308,,,explore_punish
41,25,run02,EF,E,2,reward,matched,1.587861,,,,,0.625,0.375,miss_response
42,25,run02,CD,C,2,reward,matched,1.586927,,,0.714285714,0.285714286,,,exploit_punish
43,25,run02,CD,D,2,reward,mismatched,1.600204,,,0.666666667,0.333333333,,,explore_reward
44,25,run02,CD,D,1,reward,mismatched,1.602214,,,0.625,0.375,,,exploit_reward
45,25,run02,EF,F,1,punish,matched,1.565767,,,,,0.647058824,0.352941176,explore_reward
46,25,run02,CD,C,2,reward,matched,1.597833,,,0.647058824,0.352941176,,,explore_reward
47,25,run02,EF,F,1,reward,mismatched,1.580511,,,,,0.611111111,0.388888889,explore_punish
48,25,run02,EF,F,2,reward,mismatched,1.579217,,,,,0.578947368,0.421052632,exploit_reward
49,25,run02,AB,B,2,reward,mismatched,1.612246,0.833333333,0.166666667,,,,,explore_reward
50,25,run02,CD,D,2,punish,matched,1.593954,,,0.666666667,0.333333333,,,explore_reward
51,25,run02,AB,A,1,punish,mismatched,1.592803,0.769230769,0.230769231,,,,,explore_reward
52,25,run03,EF,F,1,punish,matched,1.568405,,,,,0.6,0.4,exploit_reward
53,25,run03,AB,A,1,reward,matched,1.602071,0.785714286,0.214285714,,,,,explore_punish
54,25,run03,EF,F,1,reward,mismatched,1.599204,,,,,0.571428571,0.428571429,explore_punish
55,25,run03,AB,A,2,reward,matched,1.598453,0.8,0.2,,,,,exploit_reward
56,25,run03,CD,D,1,punish,matched,1.61582,,,0.684210526,0.315789474,,,explore_punish
57,25,run03,CD,C,1,reward,matched,1.598117,,,0.7,0.3,,,exploit_punish
58,25,run03,EF,E,2,reward,matched,1.595589,,,,,0.590909091,0.409090909,explore_reward
59,25,run03,CD,C,2,reward,matched,1.611291,,,0.714285714,0.285714286,,,exploit_reward
60,25,run03,EF,F,1,reward,mismatched,1.578759,,,,,0.565217391,0.434782609,explore_reward
61,25,run03,CD,D,1,punish,matched,1.594454,,,0.727272727,0.272727273,,,explore_reward
62,25,run03,AB,A,2,reward,matched,1.591457,0.8125,0.1875,,,,,exploit_reward
63,25,run03,AB,B,2,punish,matched,1.575552,0.823529412,0.176470588,,,,,explore_reward
64,25,run03,AB,A,1,punish,mismatched,1.572865,0.777777778,0.222222222,,,,,exploit_punish
65,25,run03,EF,F,2,punish,matched,1.573827,,,,,0.583333333,0.416666667,exploit_reward
66,25,run03,CD,D,1,reward,mismatched,1.572733,,,0.695652174,0.304347826,,,explore_punish
67,25,run03,AB,B,2,punish,matched,1.602263,0.789473684,0.210526316,,,,,exploit_punish
68,25,run03,AB,B,2,punish,matched,1.587214,0.8,0.2,,,,,explore_punish
69,25,run03,EF,E,2,reward,matched,1.584188,,,,,0.6,0.4,exploit_punish
70,25,run03,AB,B,2,punish,matched,1.584836,0.80952381,0.19047619,,,,,explore_punish
71,25,run03,AB,B,2,punish,matched,1.565476,0.818181818,0.181818182,,,,,explore_punish
72,25,run03,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
73,25,run03,EF,E,2,reward,matched,1.582151,,,,,0.615384615,0.384615385,exploit_reward
74,25,run03,CD,C,1,punish,mismatched,1.595419,,,0.666666667,0.333333333,,,miss_response
75,25,run03,CD,C,2,reward,matched,1.578074,,,0.68,0.32,,,explore_punish
76,25,run03,EF,F,1,reward,mismatched,1.594009,,,,,0.592592593,0.407407407,explore_reward
77,25,run03,CD,D,1,punish,matched,1.575935,,,0.692307692,0.307692308,,,explore_reward
78,25,run04,EF,E,2,punish,mismatched,1.568413,,,,,0.571428571,0.428571429,explore_reward
79,25,run04,CD,C,2,reward,matched,1.60023,,,0.703703704,0.296296296,,,exploit_punish
80,25,run04,CD,C,2,reward,matched,1.600817,,,0.714285714,0.285714286,,,exploit_reward
81,25,run04,EF,F,1,punish,matched,1.598174,,,,,0.586206897,0.413793103,exploit_punish
82,25,run04,CD,C,1,reward,matched,1.597057,,,0.724137931,0.275862069,,,exploit_reward
83,25,run04,CD,D,1,punish,matched,1.59609,,,0.733333333,0.266666667,,,explore_reward
84,25,run04,EF,F,1,punish,matched,1.59682,,,,,0.6,0.4,explore_punish
85,25,run04,CD,D,2,punish,matched,1.610514,,,0.741935484,0.258064516,,,explore_punish
86,25,run04,CD,D,2,reward,mismatched,1.576227,,,0.71875,0.28125,,,explore_punish
