trial,ID,run,img_pair,choice,side,outcome,matched,RT,a_learnedprob_correct,b_learnedprob_correct,c_learnedprob_correct,d_learnedprob_correct,e_learnedprob_correct,f_learnedprob_correct,reinforcer_response
0,1,run01,EF,F,1,reward,mismatched,1.569796,,,,,0,1,
1,1,run01,CD,D,2,punish,matched,1.601124,,,1,0,,,
2,1,run01,CD,D,2,punish,matched,1.600702,,,1,0,,,explore_punish
3,1,run01,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
4,1,run01,AB,A,2,reward,matched,1.580793,1,0,,,,,
5,1,run01,AB,B,2,reward,mismatched,1.564219,0.5,0.5,,,,,explore_reward
6,1,run01,AB,B,1,punish,matched,1.612839,0.666666667,0.333333333,,,,,exploit_reward
7,1,run01,CD,D,2,punish,matched,1.594208,,,1,0,,,miss_response
8,1,run01,CD,C,1,reward,matched,1.611155,,,1,0,,,exploit_punish
9,1,run01,AB,A,1,punish,mismatched,1.594223,0.5,0.5,,,,,exploit_punish
10,1,run01,EF,F,2,reward,mismatched,1.593177,,,,,0,1,exploit_reward
11,1,run01,CD,D,2,punish,matched,1.590463,,,1,0,,,explore_reward
12,1,run01,AB,A,2,punish,mismatched,1.590193,0.4,0.6,,,,,explore_punish
13,1,run01,CD,C,1,reward,matched,1.605062,,,1,0,,,exploit_punish
14,1,run01,CD,C,1,reward,matched,1.605347,,,1,0,,,exploit_reward
15,1,run01,AB,A,1,punish,mismatched,1.587054,0.333333333,0.666666667,,,,,explore_punish
16,1,run01,CD,D,1,punish,matched,1.602987,,,1,0,,,explore_reward
17,1,run01,AB,A,1,reward,matched,1.602018,0.428571429,0.571428571,,,,,explore_punish
18,1,run01,AB,B,2,punish,matched,1.600867,0.5,0.5,,,,,explore_reward
19,1,run01,EF,E,2,reward,matched,1.582977,,,,,0.333333333,0.666666667,explore_reward
20,1,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
21,1,run01,AB,A,2,reward,matched,1.61496,0.555555556,0.444444444,,,,,miss_response
22,1,run01,AB,B,1,reward,mismatched,1.580498,0.5,0.5,,,,,explore_reward
23,1,run01,CD,C,2,reward,matched,1.596363,,,1,0,,,exploit_punish
24,1,run01,AB,A,1,reward,matched,1.596714,0.545454545,0.454545455,,,,,explore_reward
25,1,run01,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
26,1,run02,EF,F,1,reward,mismatched,1.567948,,,,,0.25,0.75,explore_reward
27,1,run02,CD,D,1,reward,mismatched,1.583463,,,0.9,0.1,,,miss_response
28,1,run02,AB,A,1,reward,matched,1.600016,0.583333333,0.416666667,,,,,exploit_reward
29,1,run02,AB,B,2,punish,matched,1.599418,0.615384615,0.384615385,,,,,explore_reward
30,1,run02,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
31,1,run02,CD,C,1,reward,matched,1.596084,,,0.909090909,0.090909091,,,miss_response
32,1,run02,EF,E,2,punish,mismatched,1.595025,,,,,0.2,0.8,explore_reward
33,1,run02,CD,C,1,reward,matched,1.594204,,,0.916666667,0.083333333,,,exploit_reward
34,1,run02,AB,A,2,reward,matched,1.594216,0.642857143,0.357142857,,,,,exploit_punish
35,1,run02,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
36,1,run02,AB,B,2,punish,matched,1.607863,0.666666667,0.333333333,,,,,explore_reward
37,1,run02,CD,D,1,punish,matched,1.608114,,,0.923076923,0.076923077,,,miss_response
38,1,run02,EF,F,2,punish,matched,1.605375,,,,,0.333333333,0.666666667,exploit_punish
39,1,run02,AB,B,2,reward,mismatched,1.587784,0.625,0.375,,,,,explore_punish
40,1,run02,AB,A,2,reward,matched,1.604879,0.647058824,0.352941176,,,,,explore_reward
41,1,run02,AB,A,2,reward,matched,1.586674,0.666666667,0.333333333,,,,,exploit_reward
42,1,run02,EF,F,1,punish,matched,1.602567,,,,,0.428571429,0.571428571,explore_punish
43,1,run02,CD,D,1,punish,matched,1.617212,,,0.928571429,0.071428571,,,explore_punish
44,1,run02,CD,C,2,reward,matched,1.618557,,,0.933333333,0.066666667,,,exploit_punish
45,1,run02,EF,E,1,punish,mismatched,1.59796,,,,,0.375,0.625,exploit_punish
46,1,run02,CD,C,2,reward,matched,1.580839,,,0.9375,0.0625,,,exploit_reward
47,1,run02,EF,E,1,reward,matched,1.596438,,,,,0.444444444,0.555555556,explore_punish
48,1,run02,EF,E,1,reward,matched,1.596493,,,,,0.5,0.5,exploit_reward
49,1,run02,CD,C,1,punish,mismatched,1.610976,,,0.882352941,0.117647059,,,exploit_reward
50,1,run02,CD,D,2,punish,matched,1.60983,,,0.888888889,0.111111111,,,exploit_punish
51,1,run02,CD,D,1,reward,mismatched,1.592104,,,0.842105263,0.157894737,,,explore_punish
52,1,run03,AB,A,2,reward,matched,1.583751,0.684210526,0.315789474,,,,,exploit_reward
53,1,run03,AB,B,1,punish,matched,1.615984,0.7,0.3,,,,,explore_reward
54,1,run03,EF,E,2,punish,mismatched,1.598555,,,,,0.454545455,0.545454545,exploit_reward
55,1,run03,CD,D,1,reward,mismatched,1.616161,,,0.8,0.2,,,exploit_reward
56,1,run03,AB,B,2,punish,matched,1.620375,0.714285714,0.285714286,,,,,explore_punish
57,1,run03,AB,B,2,reward,mismatched,1.613717,0.681818182,0.318181818,,,,,explore_punish
58,1,run03,CD,D,2,punish,matched,1.627984,,,0.80952381,0.19047619,,,exploit_reward
59,1,run03,EF,F,1,reward,mismatched,1.617798,,,,,0.416666667,0.583333333,exploit_punish
60,1,run03,AB,B,2,punish,matched,1.610023,0.695652174,0.304347826,,,,,exploit_reward
61,1,run03,EF,F,1,reward,mismatched,1.610108,,,,,0.384615385,0.615384615,exploit_reward
62,1,run03,AB,A,2,punish,mismatched,1.595104,0.666666667,0.333333333,,,,,exploit_punish
63,1,run03,AB,B,2,punish,matched,1.607097,0.68,0.32,,,,,exploit_punish
64,1,run03,EF,F,1,punish,matched,1.602248,,,,,0.428571429,0.571428571,exploit_reward
65,1,run03,CD,D,1,punish,matched,1.621025,,,0.818181818,0.181818182,,,explore_punish
66,1,run03,CD,C,1,reward,matched,1.606979,,,0.826086957,0.173913043,,,exploit_punish
67,1,run03,CD,D,2,punish,matched,1.618837,,,0.833333333,0.166666667,,,explore_reward
68,1,run03,EF,E,1,punish,mismatched,1.602526,,,,,0.4,0.6,exploit_punish
69,1,run03,AB,B,2,punish,matched,1.598565,0.692307692,0.307692308,,,,,explore_punish
70,1,run03,EF,E,2,reward,matched,1.616903,,,,,0.4375,0.5625,explore_punish
71,1,run03,AB,B,2,punish,matched,1.596828,0.703703704,0.296296296,,,,,explore_punish
72,1,run03,CD,C,1,punish,mismatched,1.615141,,,0.8,0.2,,,exploit_punish
73,1,run03,EF,F,2,punish,matched,1.610519,,,,,0.470588235,0.529411765,explore_reward
74,1,run03,AB,A,2,reward,matched,1.600248,0.714285714,0.285714286,,,,,exploit_punish
75,1,run03,CD,C,2,reward,matched,1.615614,,,0.807692308,0.192307692,,,explore_punish
76,1,run03,AB,B,2,reward,mismatched,1.609683,0.689655172,0.310344828,,,,,explore_reward
77,1,run03,AB,B,1,punish,matched,1.609303,0.7,0.3,,,,,exploit_reward
78,1,run04,AB,A,1,reward,matched,1.567914,0.709677419,0.290322581,,,,,exploit_punish
79,1,run04,CD,C,2,punish,mismatched,1.566817,,,0.777777778,0.222222222,,,exploit_reward
80,1,run04,AB,A,1,reward,matched,1.600015,0.71875,0.28125,,,,,exploit_reward
81,1,run04,EF,E,2,punish,mismatched,1.597668,,,,,0.444444444,0.555555556,exploit_punish
82,1,run04,EF,F,2,reward,mismatched,1.579999,,,,,0.421052632,0.578947368,exploit_punish
83,1,run04,EF,F,2,punish,matched,1.579331,,,,,0.45,0.55,exploit_reward
84,1,run04,AB,A,1,reward,matched,1.595599,0.727272727,0.272727273,,,,,exploit_reward
85,1,run04,CD,C,1,reward,matched,1.610148,,,0.785714286,0.214285714,,,explore_punish
86,1,run04,AB,B,2,punish,matched,1.593779,0.735294118,0.264705882,,,,,explore_reward
87,1,run04,AB,B,2,punish,matched,1.592215,0.742857143,0.257142857,,,,,explore_punish
88,1,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,explore_reward
89,1,run04,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
90,1,run04,EF,E,2,reward,matched,1.571638,,,,,0.476190476,0.523809524,exploit_punish
91,1,run04,EF,F,1,reward,mismatched,1.603959,,,,,0.454545455,0.545454545,explore_reward
92,1,run04,EF,E,2,punish,mismatched,1.586667,,,,,0.434782609,0.565217391,explore_reward
93,1,run04,AB,A,2,reward,matched,1.60225,0.75,0.25,,,,,exploit_punish
94,1,run04,CD,C,1,reward,matched,1.602497,,,0.793103448,0.206896552,,,miss_response
95,1,run04,AB,B,2,punish,matched,1.583664,0.756756757,0.243243243,,,,,explore_reward
96,1,run04,CD,C,1,reward,matched,1.600436,,,0.8,0.2,,,exploit_reward
97,1,run04,AB,B,2,reward,mismatched,1.582885,0.736842105,0.263157895,,,,,explore_punish
98,1,run04,CD,D,1,reward,mismatched,1.598864,,,0.774193548,0.225806452,,,explore_reward
99,1,run04,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
100,1,run04,AB,B,2,punish,matched,1.596398,0.743589744,0.256410256,,,,,miss_response
101,1,run04,CD,D,2,punish,matched,1.610596,,,0.78125,0.21875,,,exploit_reward
102,1,run04,AB,A,2,reward,matched,1.576546,0.75,0.25,,,,,exploit_punish
103,1,run04,AB,A,2,reward,matched,1.608679,0.756097561,0.243902439,,,,,exploit_reward
0,2,run01,EF,Miss,Miss,Miss,Miss,Miss,,,,,,,
1,2,run01,EF,E,2,reward,matched,1.600823,,,,,1,0,miss_response
2,2,run01,AB,B,1,punish,matched,1.600153,1,0,,,,,
3,2,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
4,2,run01,EF,E,1,reward,matched,1.613808,,,,,1,0,exploit_reward
5,2,run01,EF,E,1,reward,matched,1.597129,,,,,1,0,exploit_reward
6,2,run01,EF,E,1,reward,matched,1.59576,,,,,1,0,exploit_reward
7,2,run01,CD,C,2,punish,mismatched,1.611129,,,0,1,,,
8,2,run01,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
9,2,run01,AB,A,1,reward,matched,1.591829,1,0,,,,,miss_response
10,2,run01,EF,F,2,reward,mismatched,1.592462,,,,,0.8,0.2,explore_reward
11,2,run01,AB,B,1,punish,matched,1.607049,1,0,,,,,explore_reward
12,2,run01,CD,D,2,punish,matched,1.607055,,,0.5,0.5,,,miss_response
13,2,run01,EF,E,2,reward,matched,1.606709,,,,,0.833333333,0.166666667,explore_reward
14,2,run01,EF,F,1,reward,mismatched,1.60519,,,,,0.714285714,0.285714286,explore_reward
15,2,run01,AB,B,2,reward,mismatched,1.604076,0.75,0.25,,,,,explore_punish
16,2,run01,CD,D,1,punish,matched,1.619657,,,0.666666667,0.333333333,,,explore_punish
17,2,run01,CD,C,1,punish,mismatched,1.602077,,,0.5,0.5,,,exploit_punish
18,2,run01,CD,C,2,reward,matched,1.600088,,,0.6,0.4,,,explore_punish
19,2,run01,EF,F,1,reward,mismatched,1.60006,,,,,0.625,0.375,exploit_reward
20,2,run01,EF,F,2,punish,matched,1.616499,,,,,0.666666667,0.333333333,exploit_reward
21,2,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
22,2,run01,AB,A,1,reward,matched,1.597161,0.8,0.2,,,,,miss_response
23,2,run01,AB,B,1,punish,matched,1.5962,0.833333333,0.166666667,,,,,explore_reward
24,2,run01,CD,D,1,reward,mismatched,1.612055,,,0.5,0.5,,,explore_reward
25,2,run01,CD,C,1,punish,mismatched,1.576426,,,0.428571429,0.571428571,,,explore_reward
26,2,run02,EF,E,1,reward,matched,1.584632,,,,,0.7,0.3,exploit_punish
27,2,run02,EF,E,2,punish,mismatched,1.599823,,,,,0.636363636,0.363636364,exploit_reward
28,2,run02,AB,A,2,reward,matched,1.599609,0.857142857,0.142857143,,,,,exploit_punish
29,2,run02,EF,E,2,reward,matched,1.582101,,,,,0.666666667,0.333333333,explore_punish
30,2,run02,CD,C,2,reward,matched,1.598019,,,0.5,0.5,,,explore_punish
31,2,run02,EF,E,1,punish,mismatched,1.595786,,,,,0.615384615,0.384615385,exploit_reward
32,2,run02,CD,C,1,punish,mismatched,1.612379,,,0.444444444,0.555555556,,,exploit_reward
33,2,run02,EF,F,1,punish,matched,1.610242,,,,,0.642857143,0.357142857,exploit_punish
34,2,run02,EF,E,1,reward,matched,1.576812,,,,,0.666666667,0.333333333,exploit_punish
35,2,run02,CD,Miss,Miss,Miss,Miss,Miss,,,,,,,miss_response
36,2,run02,AB,B,1,reward,mismatched,1.607016,0.75,0.25,,,,,explore_reward
37,2,run02,CD,C,1,reward,matched,1.590593,,,0.5,0.5,,,miss_response
38,2,run02,EF,E,2,reward,matched,1.571928,,,,,0.6875,0.3125,exploit_reward
39,2,run02,EF,F,2,punish,matched,1.587503,,,,,0.705882353,0.294117647,explore_reward
40,2,run02,EF,F,2,punish,matched,1.604061,,,,,0.722222222,0.277777778,explore_punish
41,2,run02,CD,C,2,reward,matched,1.603275,,,0.545454545,0.454545455,,,exploit_reward
42,2,run02,EF,F,1,reward,mismatched,1.60223,,,,,0.684210526,0.315789474,explore_punish
43,2,run02,CD,D,2,punish,matched,1.583413,,,0.583333333,0.416666667,,,explore_reward
44,2,run02,CD,C,1,reward,matched,1.600834,,,0.615384615,0.384615385,,,exploit_punish
45,2,run02,EF,E,2,punish,mismatched,1.616211,,,,,0.65,0.35,explore_reward
46,2,run02,CD,C,1,reward,matched,1.59812,,,0.642857143,0.357142857,,,exploit_reward
47,2,run02,AB,A,1,reward,matched,1.596044,0.777777778,0.222222222,,,,,explore_reward
48,2,run02,AB,A,2,reward,matched,1.59527,0.8,0.2,,,,,exploit_reward
49,2,run02,AB,A,2,reward,matched,1.610877,0.818181818,0.181818182,,,,,exploit_reward
50,2,run02,AB,B,1,reward,mismatched,1.594156,0.75,0.25,,,,,explore_reward
51,2,run02,EF,E,1,reward,matched,1.591834,,,,,0.666666667,0.333333333,explore_punish
52,2,run03,EF,F,1,punish,matched,1.568209,,,,,0.681818182,0.318181818,explore_reward
53,2,run03,EF,F,2,punish,matched,1.601069,,,,,0.695652174,0.304347826,explore_punish
54,2,run03,EF,E,1,reward,matched,1.615572,,,,,0.708333333,0.291666667,exploit_punish
55,2,run03,CD,D,1,reward,mismatched,1.598271,,,0.6,0.4,,,explore_reward
56,2,run03,AB,A,2,punish,mismatched,1.615017,0.692307692,0.307692308,,,,,explore_reward
57,2,run03,AB,A,1,reward,matched,1.613953,0.714285714,0.285714286,,,,,explore_punish
58,2,run03,EF,E,1,punish,mismatched,1.579457,,,,,0.68,0.32,exploit_reward
59,2,run03,AB,B,1,punish,matched,1.611921,0.733333333,0.266666667,,,,,explore_reward
60,2,run03,AB,A,2,reward,matched,1.594346,0.75,0.25,,,,,exploit_punish
61,2,run03,CD,D,1,punish,matched,1.59307,,,0.625,0.375,,,exploit_reward
62,2,run03,CD,D,1,punish,matched,1.592001,,,0.647058824,0.352941176,,,explore_punish
63,2,run03,AB,A,2,reward,matched,1.590952,0.764705882,0.235294118,,,,,exploit_reward
64,2,run03,EF,E,1,reward,matched,1.589866,,,,,0.692307692,0.307692308,explore_punish
65,2,run03,CD,C,2,reward,matched,1.605938,,,0.666666667,0.333333333,,,exploit_punish
66,2,run03,AB,A,1,punish,mismatched,1.588232,0.722222222,0.277777778,,,,,exploit_reward
67,2,run03,AB,B,2,punish,matched,1.586935,0.736842105,0.263157895,,,,,exploit_punish
68,2,run03,EF,E,1,punish,mismatched,1.603007,,,,,0.666666667,0.333333333,exploit_reward
69,2,run03,EF,E,2,reward,matched,1.600307,,,,,0.678571429,0.321428571,explore_punish
70,2,run03,EF,E,1,reward,matched,1.583665,,,,,0.689655172,0.310344828,exploit_reward
71,2,run03,CD,C,1,reward,matched,1.581613,,,0.684210526,0.315789474,,,exploit_reward
72,2,run03,AB,B,2,punish,matched,1.598581,0.75,0.25,,,,,explore_punish
73,2,run03,AB,B,1,punish,matched,1.613971,0.761904762,0.238095238,,,,,explore_punish
74,2,run03,EF,E,1,reward,matched,1.596802,,,,,0.7,0.3,exploit_reward
75,2,run03,AB,B,1,punish,matched,1.595727,0.772727273,0.227272727,,,,,explore_punish
76,2,run03,AB,B,2,reward,mismatched,1.576657,0.739130435,0.260869565,,,,,explore_punish
77,2,run03,EF,E,1,punish,mismatched,1.610397,,,,,0.677419355,0.322580645,exploit_reward
78,2,run04,CD,C,1,reward,matched,1.602498,,,0.7,0.3,,,exploit_reward
79,2,run04,EF,F,2,punish,matched,1.60334,,,,,0.6875,0.3125,exploit_punish
80,2,run04,EF,F,1,punish,matched,1.601036,,,,,0.696969697,0.303030303,explore_punish
81,2,run04,EF,F,1,punish,matched,1.615704,,,,,0.705882353,0.294117647,explore_punish
82,2,run04,CD,D,1,punish,matched,1.614641,,,0.714285714,0.285714286,,,explore_reward
83,2,run04,CD,C,1,reward,matched,1.616867,,,0.727272727,0.272727273,,,exploit_punish
84,2,run04,EF,E,2,reward,matched,1.629171,,,,,0.714285714,0.285714286,exploit_punish
85,2,run04,EF,E,1,reward,matched,1.611662,,,,,0.722222222,0.277777778,exploit_reward
86,2,run04,AB,B,1,reward,mismatched,1.594817,0.708333333,0.291666667,,,,,exploit_reward
87,2,run04,EF,E,2,punish,mismatched,1.611505,,,,,0.702702703,0.297297297,exploit_reward
88,2,run04,CD,C,1,punish,mismatched,1.615469,,,0.695652174,0.304347826,,,exploit_reward
89,2,run04,EF,E,1,punish,mismatched,1.626605,,,,,0.684210526,0.315789474,explore_punish
90,2,run04,EF,F,2,reward,mismatched,1.610764,,,,,0.666666667,0.333333333,exploit_punish
91,2,run04,AB,B,2,punish,matched,1.605959,0.72,0.28,,,,,exploit_reward
92,2,run04,CD,C,1,reward,matched,1.620022,,,0.708333333,0.291666667,,,explore_punish
93,2,run04,EF,E,1,reward,matched,1.614071,,,,,0.675,0.325,explore_reward
94,2,run04,EF,F,2,punish,matched,1.6209,,,,,0.682926829,0.317073171,explore_reward
95,2,run04,AB,B,1,punish,matched,1.612851,0.730769231,0.269230769,,,,,explore_punish
96,2,run04,CD,D,2,punish,matched,1.618056,,,0.72,0.28,,,explore_reward
97,2,run04,EF,E,1,punish,mismatched,1.61367,,,,,0.666666667,0.333333333,exploit_punish
98,2,run04,EF,E,2,reward,matched,1.608034,,,,,0.674418605,0.325581395,explore_punish
99,2,run04,EF,F,1,reward,mismatched,1.626157,,,,,0.659090909,0.340909091,explore_reward
100,2,run04,EF,F,1,reward,mismatched,1.616297,,,,,0.644444444,0.355555556,exploit_reward
101,2,run04,AB,B,2,punish,matched,1.606314,0.740740741,0.259259259,,,,,explore_punish
102,2,run04,EF,E,1,punish,mismatched,1.600952,,,,,0.630434783,0.369565217,explore_reward
103,2,run04,CD,D,1,punish,matched,1.618875,,,0.730769231,0.269230769,,,explore_punish
0,3,run01,AB,Miss,Miss,Miss,Miss,Miss,,,,,,,
1,3,run01,CD,C,2,reward,matched,1.57586,,,1,0,,,
2,3,run01,AB,A,1,reward,matched,1.582725,1,0,,,,,miss_response
3,3,run01,AB,A,2,reward,matched,1.583955,1,0,,,,,exploit_reward
4,3,run01,CD,C,1,reward,matched,1.586933,,,1,0,,,exploit_reward
5,3,run01,EF,E,2,reward,matched,1.581718,,,,,1,0,
6,3,run01,AB,A,1,reward,matched,1.587818,1,0,,,,,exploit_reward
7,3,run01,EF,E,2,reward,matched,1.595712,,,,,1,0,exploit_reward
8,3,run01,EF,E,1,reward,matched,1.58468,,,,,1,0,exploit_reward
9,3,run01,AB,A,2,reward,matched,1.592392,1,0,,,,,exploit_reward
10,3,run01,AB,B,2,punish,matched,1.574637,1,0,,,,,explore_reward
11,3,run01,CD,D,1,punish,matched,1.586783,,,1,0,,,explore_reward
12,3,run01,CD,C,2,reward,matched,1.587463,,,1,0,,,exploit_punish
13,3,run01,CD,D,2,punish,matched,1.58572,,,1,0,,,explore_reward
14,3,run01,EF,E,1,reward,matched,1.5711,,,,,1,0,exploit_reward
15,3,run01,AB,B,2,punish,matched,1.579705,1,0,,,,,explore_punish
16,3,run01,CD,C,1,reward,matched,1.593982,,,1,0,,,exploit_punish
17,3,run01,CD,C,1,reward,matched,1.577211,,,1,0,,,exploit_reward
18,3,run01,AB,B,1,punish,matched,1.592915,1,0,,,,,explore_punish
19,3,run01,AB,B,2,punish,matched,1.586607,1,0,,,,,explore_punish
20,3,run01,CD,D,2,punish,matched,1.58822,,,1,0,,,explore_reward
21,3,run01,CD,D,2,punish,matched,1.588601,,,1,0,,,explore_punish
22,3,run01,EF,F,2,reward,mismatched,1.596289,,,,,0.8,0.2,explore_reward
23,3,run01,AB,B,2,punish,matched,1.586583,1,0,,,,,explore_punish
24,3,run01,EF,E,2,punish,mismatched,1.584414,,,,,0.666666667,0.333333333,explore_reward
25,3,run01,EF,E,2,reward,matched,1.577263,,,,,0.714285714,0.285714286,explore_punish
26,3,run02,EF,F,2,punish,matched,1.552185,,,,,0.75,0.25,explore_reward
27,3,run02,EF,E,2,reward,matched,1.582602,,,,,0.777777778,0.222222222,exploit_punish
28,3,run02,AB,B,1,punish,matched,1.577093,1,0,,,,,explore_punish
29,3,run02,CD,C,2,reward,matched,1.584444,,,1,0,,,exploit_punish
30,3,run02,CD,D,2,punish,matched,1.580765,,,1,0,,,explore_reward
31,3,run02,AB,A,2,punish,mismatched,1.581415,0.909090909,0.090909091,,,,,exploit_punish
32,3,run02,AB,A,2,reward,matched,1.587716,0.916666667,0.083333333,,,,,explore_punish
33,3,run02,CD,D,1,reward,mismatched,1.579658,,,0.916666667,0.083333333,,,explore_punish
34,3,run02,AB,A,1,reward,matched,1.597706,0.923076923,0.076923077,,,,,exploit_reward
35,3,run02,AB,B,1,punish,matched,1.574841,0.928571429,0.071428571,,,,,explore_reward
36,3,run02,CD,D,1,reward,mismatched,1.575609,,,0.846153846,0.153846154,,,exploit_reward
37,3,run02,CD,C,2,reward,matched,1.598901,,,0.857142857,0.142857143,,,explore_reward
38,3,run02,AB,B,2,reward,mismatched,1.589639,0.866666667,0.133333333,,,,,explore_punish
39,3,run02,EF,E,1,reward,matched,1.577467,,,,,0.8,0.2,exploit_reward
40,3,run02,AB,A,2,punish,mismatched,1.587131,0.8125,0.1875,,,,,explore_reward
41,3,run02,CD,D,1,punish,matched,1.589645,,,0.866666667,0.133333333,,,explore_reward
42,3,run02,CD,D,2,punish,matched,1.594946,,,0.875,0.125,,,explore_punish
43,3,run02,EF,E,1,punish,mismatched,1.584259,,,,,0.727272727,0.272727273,exploit_reward
44,3,run02,EF,F,2,punish,matched,1.591752,,,,,0.75,0.25,exploit_punish
45,3,run02,EF,F,1,reward,mismatched,1.57419,,,,,0.692307692,0.307692308,explore_punish
46,3,run02,CD,C,2,punish,mismatched,1.565675,,,0.823529412,0.176470588,,,exploit_punish
47,3,run02,CD,D,2,punish,matched,1.589352,,,0.833333333,0.166666667,,,exploit_punish
48,3,run02,CD,D,2,punish,matched,1.589379,,,0.842105263,0.157894737,,,explore_punish
49,3,run02,CD,C,2,punish,mismatched,1.578603,,,0.8,0.2,,,exploit_punish
50,3,run02,CD,C,2,reward,matched,1.593813,,,0.80952381,0.19047619,,,explore_punish
51,3,run02,CD,C,2,reward,matched,1.576224,,,0.818181818,0.181818182,,,exploit_reward
52,3,run03,CD,C,2,reward,matched,1.563612,,,0.826086957,0.173913043,,,exploit_reward
53,3,run03,EF,F,2,punish,matched,1.576129,,,,,0.714285714,0.285714286,exploit_reward
54,3,run03,AB,A,1,reward,matched,1.584156,0.823529412,0.176470588,,,,,explore_punish
55,3,run03,AB,A,2,reward,matched,1.585688,0.833333333,0.166666667,,,,,exploit_reward
56,3,run03,CD,D,1,punish,matched,1.570897,,,0.833333333,0.166666667,,,explore_reward
57,3,run03,CD,C,1,punish,mismatched,1.581419,,,0.8,0.2,,,exploit_punish
58,3,run03,CD,D,2,punish,matched,1.595673,,,0.807692308,0.192307692,,,exploit_punish
59,3,run03,AB,B,2,reward,mismatched,1.587391,0.789473684,0.210526316,,,,,explore_reward
60,3,run03,EF,F,1,reward,mismatched,1.582342,,,,,0.666666667,0.333333333,explore_punish
61,3,run03,AB,B,2,punish,matched,1.577359,0.8,0.2,,,,,exploit_reward
62,3,run03,EF,F,1,reward,mismatched,1.597664,,,,,0.625,0.375,exploit_reward
63,3,run03,AB,B,1,punish,matched,1.584715,0.80952381,0.19047619,,,,,explore_punish
64,3,run03,CD,D,2,punish,matched,1.597383,,,0.814814815,0.185185185,,,explore_punish
65,3,run03,CD,D,1,punish,matched,1.590563,,,0.821428571,0.178571429,,,explore_punish
66,3,run03,CD,D,1,punish,matched,1.590793,,,0.827586207,0.172413793,,,explore_punish
67,3,run03,EF,F,1,reward,mismatched,1.589288,,,,,0.588235294,0.411764706,exploit_reward
68,3,run03,EF,F,2,punish,matched,1.581684,,,,,0.611111111,0.388888889,exploit_reward
69,3,run03,EF,F,2,reward,mismatched,1.589997,,,,,0.578947368,0.421052632,explore_punish
70,3,run03,AB,B,1,punish,matched,1.584539,0.818181818,0.181818182,,,,,explore_punish
71,3,run03,AB,B,2,punish,matched,1.584586,0.826086957,0.173913043,,,,,explore_punish
72,3,run03,AB,B,1,punish,matched,1.582733,0.833333333,0.166666667,,,,,explore_punish
73,3,run03,AB,A,2,reward,matched,1.588425,0.84,0.16,,,,,exploit_punish
74,3,run03,AB,A,1,punish,mismatched,1.597283,0.807692308,0.192307692,,,,,exploit_reward
75,3,run03,CD,D,2,punish,matched,1.586835,,,0.833333333,0.166666667,,,explore_punish
76,3,run03,EF,F,1,reward,mismatched,1.595417,,,,,0.55,0.45,exploit_reward
77,3,run03,AB,B,1,punish,matched,1.592076,0.814814815,0.185185185,,,,,exploit_punish
78,3,run04,EF,E,1,reward,matched,1.564207,,,,,0.571428571,0.428571429,explore_reward
79,3,run04,AB,B,1,punish,matched,1.581376,0.821428571,0.178571429,,,,,explore_punish
80,3,run04,EF,E,1,reward,matched,1.592468,,,,,0.590909091,0.409090909,exploit_reward
81,3,run04,EF,E,1,reward,matched,1.59045,,,,,0.608695652,0.391304348,exploit_reward
82,3,run04,AB,A,2,punish,mismatched,1.573051,0.793103448,0.206896552,,,,,exploit_punish
83,3,run04,AB,A,2,punish,mismatched,1.584682,0.766666667,0.233333333,,,,,explore_punish
84,3,run04,CD,C,1,reward,matched,1.581147,,,0.838709677,0.161290323,,,exploit_punish
85,3,run04,CD,D,2,punish,matched,1.596636,,,0.84375,0.15625,,,explore_reward
86,3,run04,AB,B,1,reward,mismatched,1.588399,0.741935484,0.258064516,,,,,exploit_punish
87,3,run04,AB,A,2,punish,mismatched,1.590875,0.71875,0.28125,,,,,explore_reward
88,3,run04,AB,B,2,punish,matched,1.577212,0.727272727,0.272727273,,,,,exploit_punish
89,3,run04,EF,F,2,reward,mismatched,1.571585,,,,,0.583333333,0.416666667,explore_reward
90,3,run04,AB,A,2,reward,matched,1.589867,0.735294118,0.264705882,,,,,exploit_punish
91,3,run04,AB,B,1,punish,matched,1.578808,0.742857143,0.257142857,,,,,explore_reward
92,3,run04,CD,D,2,punish,matched,1.589944,,,0.848484848,0.151515152,,,explore_punish
93,3,run04,AB,A,2,punish,mismatched,1.591592,0.722222222,0.277777778,,,,,exploit_punish
94,3,run04,AB,B,2,punish,matched,1.579284,0.72972973,0.27027027,,,,,exploit_punish
95,3,run04,AB,B,1,punish,matched,1.591072,0.736842105,0.263157895,,,,,explore_punish
96,3,run04,AB,B,2,reward,mismatched,1.586117,0.717948718,0.282051282,,,,,explore_punish
